timestamp,site_id,generation_lag_1,generation_lag_2,generation_lag_3,generation_lag_24,generation_rolling_mean_3,generation_rolling_mean_6,generation_rolling_mean_24,generation_trend_3,hour,day_of_week,month,day_of_year,is_daytime,irradiance,cloud_cover,temperature,installed_capacity_mw,generation_mw
2025-01-02 13:00:00,solar-01,55.29,54.67,50.0,38.91,53.32,39.47,14.231250000000001,5.289999999999999,13,3,1,2,1,557.4,0.0,18.8,100.0,51.23
2025-01-02 14:00:00,solar-01,51.23,55.29,54.67,35.3,53.73,46.42666666666667,14.744583333333333,-3.440000000000005,14,3,1,2,1,442.5,0.0,19.6,100.0,41.05
2025-01-02 15:00:00,solar-01,41.05,51.23,55.29,22.09,49.19,48.84166666666666,14.984166666666667,-14.240000000000002,15,3,1,2,1,281.2,0.0,19.2,100.0,26.85
2025-01-02 16:00:00,solar-01,26.85,41.05,51.23,8.43,39.71,46.51499999999999,15.1825,-24.379999999999995,16,3,1,2,1,96.9,0.0,19.8,100.0,9.82
2025-01-02 17:00:00,solar-01,9.82,26.85,41.05,0.0,25.906666666666666,39.81833333333333,15.240416666666667,-31.229999999999997,17,3,1,2,1,0.0,0.0,20.1,100.0,0.0
2025-01-02 18:00:00,solar-01,0.0,9.82,26.85,0.0,12.223333333333334,30.706666666666667,15.240416666666667,-26.85,18,3,1,2,1,0.0,0.7,19.1,100.0,0.0
2025-01-02 19:00:00,solar-01,0.0,0.0,9.82,0.0,3.2733333333333334,21.491666666666664,15.240416666666667,-9.82,19,3,1,2,0,0.0,0.0,18.9,100.0,0.0
2025-01-02 20:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,12.953333333333333,15.240416666666667,0.0,20,3,1,2,0,0.0,0.0,17.1,100.0,0.0
2025-01-02 21:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,6.111666666666667,15.240416666666667,0.0,21,3,1,2,0,0.0,0.0,15.6,100.0,0.0
2025-01-02 22:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,1.6366666666666667,15.240416666666667,0.0,22,3,1,2,0,0.0,0.0,14.6,100.0,0.0
2025-01-02 23:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.240416666666667,0.0,23,3,1,2,0,0.0,0.0,12.8,100.0,0.0
2025-01-03 00:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.240416666666667,0.0,0,4,1,3,0,0.0,0.0,10.6,100.0,0.0
2025-01-03 01:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.240416666666667,0.0,1,4,1,3,0,0.0,0.0,8.8,100.0,0.0
2025-01-03 02:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.240416666666667,0.0,2,4,1,3,0,0.0,0.0,9.1,100.0,0.0
2025-01-03 03:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.240416666666667,0.0,3,4,1,3,0,0.0,0.0,8.6,100.0,0.0
2025-01-03 04:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.240416666666667,0.0,4,4,1,3,0,0.0,0.0,8.6,100.0,0.0
2025-01-03 05:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.240416666666667,0.0,5,4,1,3,0,0.0,0.0,8.5,100.0,0.0
2025-01-03 06:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.240416666666667,0.0,6,4,1,3,1,0.0,3.4,10.0,100.0,0.0
2025-01-03 07:00:00,solar-01,0.0,0.0,0.0,9.49,0.0,0.0,15.240416666666667,0.0,7,4,1,3,1,97.8,11.4,10.8,100.0,9.65
2025-01-03 08:00:00,solar-01,9.65,0.0,0.0,26.56,3.216666666666667,1.6083333333333334,15.247083333333334,9.65,8,4,1,3,1,273.3,4.4,11.8,100.0,27.02
2025-01-03 09:00:00,solar-01,27.02,9.65,0.0,40.81,12.223333333333334,6.111666666666667,15.26625,27.02,9,4,1,3,1,433.1,2.4,13.5,100.0,40.92
2025-01-03 10:00:00,solar-01,40.92,27.02,9.65,50.0,25.863333333333333,12.931666666666667,15.270833333333334,31.270000000000003,10,4,1,3,1,551.5,5.7,14.4,100.0,51.7
2025-01-03 11:00:00,solar-01,51.7,40.92,27.02,54.67,39.88,21.548333333333336,15.341666666666667,24.680000000000003,11,4,1,3,1,599.1,13.9,15.6,100.0,55.22
2025-01-03 12:00:00,solar-01,55.22,51.7,40.92,55.29,49.28,30.751666666666665,15.364583333333334,14.299999999999997,12,4,1,3,1,607.7,9.4,17.6,100.0,55.67
2025-01-03 13:00:00,solar-01,55.67,55.22,51.7,51.23,54.196666666666665,40.03,15.380416666666667,3.969999999999999,13,4,1,3,1,558.9,7.8,18.8,100.0,51.4
2025-01-03 14:00:00,solar-01,51.4,55.67,55.22,41.05,54.096666666666664,46.98833333333334,15.387500000000001,-3.8200000000000003,14,4,1,3,1,435.1,0.0,19.5,100.0,40.54
2025-01-03 15:00:00,solar-01,40.54,51.4,55.67,26.85,49.20333333333334,49.241666666666674,15.366249999999999,-15.130000000000003,15,4,1,3,1,272.1,0.0,19.8,100.0,25.84
2025-01-03 16:00:00,solar-01,25.84,40.54,51.4,9.82,39.26,46.72833333333333,15.324166666666668,-25.56,16,4,1,3,1,101.1,0.0,19.3,100.0,9.83
2025-01-03 17:00:00,solar-01,9.83,25.84,40.54,0.0,25.403333333333332,39.75,15.324583333333335,-30.71,17,4,1,3,1,0.0,11.1,19.9,100.0,0.0
2025-01-03 18:00:00,solar-01,0.0,9.83,25.84,0.0,11.89,30.546666666666663,15.324583333333335,-25.84,18,4,1,3,1,0.0,10.2,18.4,100.0,0.0
2025-01-03 19:00:00,solar-01,0.0,0.0,9.83,0.0,3.276666666666667,21.268333333333334,15.324583333333335,-9.83,19,4,1,3,0,0.0,18.0,17.3,100.0,0.0
2025-01-03 20:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,12.701666666666668,15.324583333333335,0.0,20,4,1,3,0,0.0,19.8,15.9,100.0,0.0
2025-01-03 21:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,5.945,15.324583333333335,0.0,21,4,1,3,0,0.0,13.2,14.7,100.0,0.0
2025-01-03 22:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,1.6383333333333334,15.324583333333335,0.0,22,4,1,3,0,0.0,15.5,13.6,100.0,0.0
2025-01-03 23:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.324583333333335,0.0,23,4,1,3,0,0.0,27.0,12.2,100.0,0.0
2025-01-04 00:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.324583333333335,0.0,0,5,1,4,0,0.0,32.3,11.0,100.0,0.0
2025-01-04 01:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.324583333333335,0.0,1,5,1,4,0,0.0,42.9,10.3,100.0,0.0
2025-01-04 02:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.324583333333335,0.0,2,5,1,4,0,0.0,18.7,8.1,100.0,0.0
2025-01-04 03:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.324583333333335,0.0,3,5,1,4,0,0.0,25.0,7.1,100.0,0.0
2025-01-04 04:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.324583333333335,0.0,4,5,1,4,0,0.0,24.6,7.0,100.0,0.0
2025-01-04 05:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.324583333333335,0.0,5,5,1,4,0,0.0,21.2,7.3,100.0,0.0
2025-01-04 06:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.324583333333335,0.0,6,5,1,4,1,0.0,21.4,7.7,100.0,0.0
2025-01-04 07:00:00,solar-01,0.0,0.0,0.0,9.65,0.0,0.0,15.324583333333335,0.0,7,5,1,4,1,101.0,4.8,9.1,100.0,10.33
2025-01-04 08:00:00,solar-01,10.33,0.0,0.0,27.02,3.4433333333333334,1.7216666666666667,15.352916666666665,10.33,8,5,1,4,1,272.0,4.4,10.5,100.0,26.64
2025-01-04 09:00:00,solar-01,26.64,10.33,0.0,40.92,12.323333333333332,6.161666666666666,15.337083333333334,26.64,9,5,1,4,1,435.8,8.7,11.9,100.0,41.9
2025-01-04 10:00:00,solar-01,41.9,26.64,10.33,51.7,26.290000000000003,13.145000000000001,15.377916666666666,31.57,10,5,1,4,1,521.4,21.4,12.6,100.0,49.24
2025-01-04 11:00:00,solar-01,49.24,41.9,26.64,55.22,39.26,21.35166666666667,15.275416666666667,22.6,11,5,1,4,1,588.3,16.7,14.1,100.0,54.94
2025-01-04 12:00:00,solar-01,54.94,49.24,41.9,55.67,48.69333333333333,30.508333333333336,15.26375,13.04,12,5,1,4,1,608.8,10.1,14.2,100.0,56.51
2025-01-04 13:00:00,solar-01,56.51,54.94,49.24,51.4,53.56333333333333,39.92666666666667,15.29875,7.269999999999996,13,5,1,4,1,538.5,6.8,15.3,100.0,50.2
2025-01-04 14:00:00,solar-01,50.2,56.51,54.94,40.54,53.88333333333333,46.571666666666665,15.24875,-4.739999999999995,14,5,1,4,1,419.0,15.3,16.0,100.0,39.29
2025-01-04 15:00:00,solar-01,39.29,50.2,56.51,25.84,48.666666666666664,48.68,15.196666666666667,-17.22,15,5,1,4,1,267.0,18.0,16.6,100.0,25.74
2025-01-04 16:00:00,solar-01,25.74,39.29,50.2,9.83,38.410000000000004,45.98666666666667,15.1925,-24.460000000000004,16,5,1,4,1,96.9,13.6,15.8,100.0,9.59
2025-01-04 17:00:00,solar-01,9.59,25.74,39.29,0.0,24.873333333333335,39.37833333333333,15.1825,-29.7,17,5,1,4,1,0.0,18.0,15.6,100.0,0.0
2025-01-04 18:00:00,solar-01,0.0,9.59,25.74,0.0,11.776666666666666,30.221666666666664,15.1825,-25.74,18,5,1,4,1,0.0,18.5,14.3,100.0,0.0
2025-01-04 19:00:00,solar-01,0.0,0.0,9.59,0.0,3.1966666666666668,20.80333333333333,15.1825,-9.59,19,5,1,4,0,0.0,26.0,12.9,100.0,0.0
2025-01-04 20:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,12.436666666666667,15.1825,0.0,20,5,1,4,0,0.0,19.2,11.9,100.0,0.0
2025-01-04 21:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,5.888333333333333,15.1825,0.0,21,5,1,4,0,0.0,16.2,11.4,100.0,0.0
2025-01-04 22:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,1.5983333333333334,15.1825,0.0,22,5,1,4,0,0.0,13.1,9.9,100.0,0.0
2025-01-04 23:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.1825,0.0,23,5,1,4,0,0.0,1.8,8.0,100.0,0.0
2025-01-05 00:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.1825,0.0,0,6,1,5,0,0.0,0.0,6.8,100.0,0.0
2025-01-05 01:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.1825,0.0,1,6,1,5,0,0.0,0.0,6.4,100.0,0.0
2025-01-05 02:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.1825,0.0,2,6,1,5,0,0.0,0.0,6.2,100.0,0.0
2025-01-05 03:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.1825,0.0,3,6,1,5,0,0.0,0.0,7.4,100.0,0.0
2025-01-05 04:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.1825,0.0,4,6,1,5,0,0.0,0.0,7.2,100.0,0.0
2025-01-05 05:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.1825,0.0,5,6,1,5,0,0.0,0.0,7.9,100.0,0.0
2025-01-05 06:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.1825,0.0,6,6,1,5,1,0.0,0.0,9.6,100.0,0.0
2025-01-05 07:00:00,solar-01,0.0,0.0,0.0,10.33,0.0,0.0,15.1825,0.0,7,6,1,5,1,97.7,0.0,11.5,100.0,9.39
2025-01-05 08:00:00,solar-01,9.39,0.0,0.0,26.64,3.1300000000000003,1.5650000000000002,15.143333333333333,9.39,8,6,1,5,1,280.5,0.0,11.9,100.0,27.59
2025-01-05 09:00:00,solar-01,27.59,9.39,0.0,41.9,12.326666666666668,6.163333333333334,15.182916666666666,27.59,9,6,1,5,1,446.5,0.0,13.4,100.0,42.08
2025-01-05 10:00:00,solar-01,42.08,27.59,9.39,49.24,26.353333333333335,13.176666666666668,15.190416666666666,32.69,10,6,1,5,1,551.1,6.9,15.5,100.0,51.42
2025-01-05 11:00:00,solar-01,51.42,42.08,27.59,54.94,40.36333333333334,21.74666666666667,15.28125,23.830000000000002,11,6,1,5,1,597.4,8.2,18.3,100.0,54.9
2025-01-05 12:00:00,solar-01,54.9,51.42,42.08,56.51,49.46666666666667,30.896666666666665,15.279583333333333,12.82,12,6,1,5,1,605.8,10.0,19.7,100.0,55.09
2025-01-05 13:00:00,solar-01,55.09,54.9,51.42,50.2,53.803333333333335,40.07833333333333,15.220416666666667,3.6700000000000017,13,6,1,5,1,531.0,8.9,20.4,100.0,48.52
2025-01-05 14:00:00,solar-01,48.52,55.09,54.9,39.29,52.836666666666666,46.6,15.150416666666667,-6.3799999999999955,14,6,1,5,1,444.6,0.0,20.5,100.0,41.2
2025-01-05 15:00:00,solar-01,41.2,48.52,55.09,25.74,48.27,48.86833333333334,15.229999999999999,-13.89,15,6,1,5,1,278.3,0.0,21.7,100.0,26.17
2025-01-05 16:00:00,solar-01,26.17,41.2,48.52,9.59,38.63,46.21666666666667,15.247916666666667,-22.35,16,6,1,5,1,97.5,0.0,21.7,100.0,9.57
2025-01-05 17:00:00,solar-01,9.57,26.17,41.2,0.0,25.646666666666665,39.24166666666667,15.247083333333334,-31.630000000000003,17,6,1,5,1,0.0,17.2,20.8,100.0,0.0
2025-01-05 18:00:00,solar-01,0.0,9.57,26.17,0.0,11.913333333333334,30.09166666666667,15.247083333333334,-26.17,18,6,1,5,1,0.0,14.4,19.5,100.0,0.0
2025-01-05 19:00:00,solar-01,0.0,0.0,9.57,0.0,3.19,20.91,15.247083333333334,-9.57,19,6,1,5,0,0.0,15.8,18.3,100.0,0.0
2025-01-05 20:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,12.823333333333332,15.247083333333334,0.0,20,6,1,5,0,0.0,14.3,17.0,100.0,0.0
2025-01-05 21:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,5.956666666666667,15.247083333333334,0.0,21,6,1,5,0,0.0,4.0,14.7,100.0,0.0
2025-01-05 22:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,1.595,15.247083333333334,0.0,22,6,1,5,0,0.0,13.3,12.9,100.0,0.0
2025-01-05 23:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.247083333333334,0.0,23,6,1,5,0,0.0,18.5,10.6,100.0,0.0
2025-01-06 00:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.247083333333334,0.0,0,0,1,6,0,0.0,54.0,10.3,100.0,0.0
2025-01-06 01:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.247083333333334,0.0,1,0,1,6,0,0.0,44.7,9.0,100.0,0.0
2025-01-06 02:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.247083333333334,0.0,2,0,1,6,0,0.0,54.9,8.7,100.0,0.0
2025-01-06 03:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.247083333333334,0.0,3,0,1,6,0,0.0,41.5,9.0,100.0,0.0
2025-01-06 04:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.247083333333334,0.0,4,0,1,6,0,0.0,45.6,9.3,100.0,0.0
2025-01-06 05:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.247083333333334,0.0,5,0,1,6,0,0.0,62.1,10.0,100.0,0.0
2025-01-06 06:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,15.247083333333334,0.0,6,0,1,6,1,0.0,51.1,10.8,100.0,0.0
2025-01-06 07:00:00,solar-01,0.0,0.0,0.0,9.39,0.0,0.0,15.247083333333334,0.0,7,0,1,6,1,82.1,44.8,11.5,100.0,8.29
2025-01-06 08:00:00,solar-01,8.29,0.0,0.0,27.59,2.763333333333333,1.3816666666666666,15.201250000000002,8.29,8,0,1,6,1,225.1,44.7,13.1,100.0,21.86
2025-01-06 09:00:00,solar-01,21.86,8.29,0.0,42.08,10.049999999999999,5.0249999999999995,14.9625,21.86,9,0,1,6,1,367.0,39.7,14.4,100.0,35.47
2025-01-06 10:00:00,solar-01,35.47,21.86,8.29,51.42,21.873333333333335,10.936666666666667,14.687083333333334,27.18,10,0,1,6,1,507.5,26.9,15.5,100.0,47.59
2025-01-06 11:00:00,solar-01,47.59,35.47,21.86,54.9,34.973333333333336,18.868333333333336,14.527499999999998,25.730000000000004,11,0,1,6,1,567.9,28.6,17.3,100.0,52.84
2025-01-06 12:00:00,solar-01,52.84,47.59,35.47,55.09,45.300000000000004,27.675,14.441666666666668,17.370000000000005,12,0,1,6,1,573.3,21.1,19.2,100.0,52.54
2025-01-06 13:00:00,solar-01,52.54,52.84,47.59,48.52,50.99,36.431666666666665,14.335416666666667,4.949999999999996,13,0,1,6,1,499.9,26.8,19.3,100.0,46.13
2025-01-06 14:00:00,solar-01,46.13,52.54,52.84,41.2,50.50333333333333,42.73833333333334,14.235833333333334,-6.710000000000001,14,0,1,6,1,406.6,20.6,20.8,100.0,38.05
2025-01-06 15:00:00,solar-01,38.05,46.13,52.54,26.17,45.57333333333333,45.43666666666667,14.104583333333332,-14.490000000000002,15,0,1,6,1,254.7,34.9,21.2,100.0,24.12
2025-01-06 16:00:00,solar-01,24.12,38.05,46.13,9.57,36.1,43.544999999999995,14.019166666666665,-22.01,16,0,1,6,1,94.0,28.9,21.3,100.0,9.08
2025-01-06 17:00:00,solar-01,9.08,24.12,38.05,0.0,23.75,37.126666666666665,13.998750000000001,-28.97,17,0,1,6,1,0.0,27.2,21.2,100.0,0.0
2025-01-06 18:00:00,solar-01,0.0,9.08,24.12,0.0,11.066666666666668,28.319999999999997,13.998750000000001,-24.12,18,0,1,6,1,0.0,34.9,19.9,100.0,0.0
2025-01-06 19:00:00,solar-01,0.0,0.0,9.08,0.0,3.026666666666667,19.563333333333333,13.998750000000001,-9.08,19,0,1,6,0,0.0,25.2,18.9,100.0,0.0
2025-01-06 20:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,11.875,13.998750000000001,0.0,20,0,1,6,0,0.0,28.4,17.2,100.0,0.0
2025-01-06 21:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,5.533333333333334,13.998750000000001,0.0,21,0,1,6,0,0.0,39.9,14.9,100.0,0.0
2025-01-06 22:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,1.5133333333333334,13.998750000000001,0.0,22,0,1,6,0,0.0,26.6,12.6,100.0,0.0
2025-01-06 23:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,13.998750000000001,0.0,23,0,1,6,0,0.0,29.3,11.4,100.0,0.0
2025-01-07 00:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,13.998750000000001,0.0,0,1,1,7,0,0.0,73.0,10.2,100.0,0.0
2025-01-07 01:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,13.998750000000001,0.0,1,1,1,7,0,0.0,79.8,10.1,100.0,0.0
2025-01-07 02:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,13.998750000000001,0.0,2,1,1,7,0,0.0,69.6,9.9,100.0,0.0
2025-01-07 03:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,13.998750000000001,0.0,3,1,1,7,0,0.0,60.0,10.1,100.0,0.0
2025-01-07 04:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,13.998750000000001,0.0,4,1,1,7,0,0.0,66.2,10.3,100.0,0.0
2025-01-07 05:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,13.998750000000001,0.0,5,1,1,7,0,0.0,69.9,11.0,100.0,0.0
2025-01-07 06:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,13.998750000000001,0.0,6,1,1,7,1,0.0,72.8,11.2,100.0,0.0
2025-01-07 07:00:00,solar-01,0.0,0.0,0.0,8.29,0.0,0.0,13.998750000000001,0.0,7,1,1,7,1,50.4,76.2,12.4,100.0,4.71
2025-01-07 08:00:00,solar-01,4.71,0.0,0.0,21.86,1.57,0.785,13.849583333333333,4.71,8,1,1,7,1,155.9,70.9,13.1,100.0,15.52
2025-01-07 09:00:00,solar-01,15.52,4.71,0.0,35.47,6.743333333333333,3.3716666666666666,13.585416666666665,15.52,9,1,1,7,1,233.2,73.5,14.2,100.0,22.59
2025-01-07 10:00:00,solar-01,22.59,15.52,4.71,47.59,14.273333333333333,7.136666666666667,13.04875,17.88,10,1,1,7,1,274.5,76.3,16.0,100.0,26.29
2025-01-07 11:00:00,solar-01,26.29,22.59,15.52,52.84,21.46666666666667,11.518333333333333,12.16125,10.77,11,1,1,7,1,348.8,70.7,16.9,100.0,32.91
2025-01-07 12:00:00,solar-01,32.91,26.29,22.59,52.54,27.263333333333332,17.003333333333334,11.330833333333333,10.319999999999997,12,1,1,7,1,235.2,86.5,17.6,100.0,22.73
2025-01-07 13:00:00,solar-01,22.73,32.91,26.29,46.13,27.31,20.791666666666668,10.08875,-3.5599999999999987,13,1,1,7,1,182.6,89.2,18.8,100.0,17.52
2025-01-07 14:00:00,solar-01,17.52,22.73,32.91,38.05,24.386666666666667,22.926666666666666,8.896666666666667,-15.389999999999997,14,1,1,7,1,200.4,78.2,19.5,100.0,19.12
2025-01-07 15:00:00,solar-01,19.12,17.52,22.73,24.12,19.790000000000003,23.526666666666667,8.107916666666666,-3.6099999999999994,15,1,1,7,1,116.5,83.4,20.1,100.0,11.26
2025-01-07 16:00:00,solar-01,11.26,19.12,17.52,9.08,15.966666666666667,21.638333333333332,7.572083333333333,-6.26,16,1,1,7,1,54.6,74.9,20.8,100.0,5.26
2025-01-07 17:00:00,solar-01,5.26,11.26,19.12,0.0,11.88,18.133333333333333,7.412916666666668,-13.860000000000001,17,1,1,7,1,0.0,81.5,20.6,100.0,0.0
2025-01-07 18:00:00,solar-01,0.0,5.26,11.26,0.0,5.506666666666667,12.648333333333333,7.412916666666668,-11.26,18,1,1,7,1,0.0,90.2,20.4,100.0,0.0
2025-01-07 19:00:00,solar-01,0.0,0.0,5.26,0.0,1.7533333333333332,8.86,7.412916666666668,-5.26,19,1,1,7,0,0.0,82.1,18.1,100.0,0.0
2025-01-07 20:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,5.94,7.412916666666668,0.0,20,1,1,7,0,0.0,89.3,17.3,100.0,0.0
2025-01-07 21:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,2.7533333333333334,7.412916666666668,0.0,21,1,1,7,0,0.0,91.1,16.0,100.0,0.0
2025-01-07 22:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.8766666666666666,7.412916666666668,0.0,22,1,1,7,0,0.0,96.1,14.1,100.0,0.0
2025-01-07 23:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,7.412916666666668,0.0,23,1,1,7,0,0.0,100.0,12.2,100.0,0.0
2025-01-08 00:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,7.412916666666668,0.0,0,2,1,8,0,0.0,84.2,9.6,100.0,0.0
2025-01-08 01:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,7.412916666666668,0.0,1,2,1,8,0,0.0,75.0,8.1,100.0,0.0
2025-01-08 02:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,7.412916666666668,0.0,2,2,1,8,0,0.0,65.9,7.9,100.0,0.0
2025-01-08 03:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,7.412916666666668,0.0,3,2,1,8,0,0.0,58.5,7.5,100.0,0.0
2025-01-08 04:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,7.412916666666668,0.0,4,2,1,8,0,0.0,57.8,8.3,100.0,0.0
2025-01-08 05:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,7.412916666666668,0.0,5,2,1,8,0,0.0,60.6,8.6,100.0,0.0
2025-01-08 06:00:00,solar-01,0.0,0.0,0.0,0.0,0.0,0.0,7.412916666666668,0.0,6,2,1,8,1,0.0,62.6,9.9,100.0,0.0
2025-01-08 07:00:00,solar-01,0.0,0.0,0.0,4.71,0.0,0.0,7.412916666666668,0.0,7,2,1,8,1,60.6,68.7,10.3,100.0,6.48
2025-01-08 08:00:00,solar-01,6.48,0.0,0.0,15.52,2.16,1.08,7.486666666666667,6.48,8,2,1,8,1,164.6,67.5,10.6,100.0,16.32
2025-01-08 09:00:00,solar-01,16.32,6.48,0.0,22.59,7.6000000000000005,3.8000000000000003,7.52,16.32,9,2,1,8,1,218.7,78.0,11.4,100.0,21.7
2025-01-08 10:00:00,solar-01,21.7,16.32,6.48,26.29,14.833333333333334,7.416666666666667,7.482916666666665,15.219999999999999,10,2,1,8,1,296.6,73.6,12.2,100.0,29.24
2025-01-08 11:00:00,solar-01,29.24,21.7,16.32,32.91,22.419999999999998,12.29,7.605833333333333,12.919999999999998,11,2,1,8,1,168.6,93.5,12.3,100.0,16.67
