site_id,timestamp,generation_mw,demand_mw,irradiance_w_m2,temperature_c,humidity_pct,wind_speed_m_s,cloud_cover_pct,net_power_mw,battery_soc_mwh,battery_soc_pct,backup_available_mw,estimated_unserved_mw,backup_status,hour,day_of_week,day_of_year,month,is_daylight,surplus_mw,shortfall_mw,risk_level,target_generation_next_hour_mw
SITE_001,2025-01-01 10:00:00,22.628644908897325,30.426272999136426,526.1396944496288,33.452742883600635,73.98762537407507,0.0,0.0,-7.797628090239101,0.0,0.0,15,0.0,available,10,2,1,1,1,0.0,7.797628090239101,HIGH,22.091798384726026
SITE_001,2025-01-01 11:00:00,22.091798384726026,28.109267612881744,449.13415379793986,33.161441407171615,53.242624897299905,5.7142251430234925,0.10898870681573969,-6.0174692281557185,0.0,0.0,15,0.0,available,11,2,1,1,1,0.0,6.0174692281557185,HIGH,24.52566662624222
SITE_001,2025-01-01 12:00:00,24.52566662624222,27.372194430450566,498.0254757717888,32.635731244507156,51.15953274971446,3.9404795924659224,0.1802108452301444,-2.846527804208346,0.0,0.0,15,0.0,available,12,2,1,1,1,0.0,2.846527804208346,HIGH,20.49207461129497
SITE_001,2025-01-01 13:00:00,20.49207461129497,26.92489262100646,437.30281336904375,35.06291991866975,39.36313477494274,2.072970103735763,0.20424637126528222,-6.4328180097114895,0.0,0.0,15,0.0,available,13,2,1,1,1,0.0,6.4328180097114895,HIGH,15.842804631841439
SITE_001,2025-01-01 14:00:00,15.842804631841439,26.625482358996674,392.1917492311679,32.918319660301705,33.95716788821344,4.314570966946461,0.14815045600501764,-10.782677727155235,0.0,0.0,15,0.0,available,14,2,1,1,1,0.0,10.782677727155235,HIGH,13.474256116113153
SITE_001,2025-01-01 15:00:00,13.474256116113153,28.160722742656016,434.68700289031295,32.40429540237458,35.40976803117115,4.851108168467666,0.0,-14.686466626542863,0.0,0.0,15,0.0,available,15,2,1,1,1,0.0,14.686466626542863,HIGH,6.447486875552696
SITE_001,2025-01-01 16:00:00,6.447486875552696,32.87197452554173,299.47497443541573,30.43881696375848,33.26423308144219,4.9305764605895135,0.0,-26.424487649989036,0.0,0.0,15,6.424,available,16,2,1,1,1,0.0,26.424487649989036,HIGH,2.0078961701474687
SITE_001,2025-01-01 17:00:00,2.0078961701474687,39.40563440689738,123.5122339245841,29.788104513594746,41.22235448748879,2.1962978744154382,0.02507616635483434,-37.39773823674991,0.0,0.0,15,17.398,available,17,2,1,1,1,0.0,37.39773823674991,HIGH,0.05142223110452051
SITE_001,2025-01-01 18:00:00,0.05142223110452051,40.4803241576204,2.491284127191088,25.362667161150906,26.8240491098437,1.8986731378677346,0.18795572755233259,-40.428901926515884,0.0,0.0,15,20.429,available,18,2,1,1,0,0.0,40.428901926515884,HIGH,0.6101379130272523
SITE_001,2025-01-01 19:00:00,0.6101379130272523,41.75551573025156,7.749672025087698,25.747126979082065,27.083338566699133,4.355876967588649,0.23033090810805634,-41.14537781722431,0.0,0.0,15,21.145,available,19,2,1,1,1,0.0,41.14537781722431,HIGH,0.5863671538329828
SITE_001,2025-01-01 20:00:00,0.5863671538329828,37.76199662185034,0.0,23.689661550753133,38.79940133859474,5.519765588496847,0.0,-37.175629468017355,0.0,0.0,15,17.176,available,20,2,1,1,1,0.0,37.175629468017355,HIGH,0.0
SITE_001,2025-01-01 21:00:00,0.0,32.127967162632444,1.4849233661659302,19.918039260914693,44.503942802767,5.692896418993952,0.05736701212597228,-32.127967162632444,0.0,0.0,15,12.128,available,21,2,1,1,0,0.0,32.127967162632444,HIGH,0.4924152064753723
SITE_001,2025-01-01 22:00:00,0.4924152064753723,23.39181754838081,9.328872555723782,21.22590253230389,52.32018723973128,2.617393005594703,0.2057221701631642,-22.89940234190544,0.0,0.0,15,2.899,available,22,2,1,1,1,0.0,22.89940234190544,HIGH,0.6165451199958675
SITE_001,2025-01-01 23:00:00,0.6165451199958675,22.174484385119527,0.0,21.26761777043714,62.70700903395457,5.825561853872997,0.0,-21.55793926512366,0.0,0.0,15,1.558,available,23,2,1,1,1,0.0,21.55793926512366,HIGH,0.25586398111248293
SITE_001,2025-01-02 00:00:00,0.25586398111248293,17.015755300841928,0.0,19.396806923591015,54.94399384783951,4.845796581171792,0.21044833972289878,-16.759891319729444,0.0,0.0,15,0.0,available,0,3,2,1,1,0.0,16.759891319729444,HIGH,0.4692505108237547
SITE_001,2025-01-02 01:00:00,0.4692505108237547,15.099209625831435,7.267670385786584,21.24418318712588,65.38274533409636,10.440338333179238,0.11843977297465114,-14.62995911500768,0.0,0.0,15,0.0,available,1,3,2,1,1,0.0,14.62995911500768,HIGH,0.0
SITE_001,2025-01-02 02:00:00,0.0,14.944657204739732,0.0,19.096372524012583,78.38967348240043,5.94647524914709,0.062103310170817716,-14.944657204739732,0.0,0.0,15,0.0,available,2,3,2,1,0,0.0,14.944657204739732,HIGH,0.12988569438838649
SITE_001,2025-01-02 03:00:00,0.12988569438838649,16.67722648600327,4.281993971617362,19.542870792260693,78.36338504765261,2.508522442576024,0.17358179424804254,-16.547340791614886,0.0,0.0,15,0.0,available,3,3,2,1,1,0.0,16.547340791614886,HIGH,0.4205883947761758
SITE_001,2025-01-02 04:00:00,0.4205883947761758,18.170212146157603,0.2910435922299995,21.939102943293623,70.00438327458173,5.715574720696567,0.10155298728653661,-17.749623751381428,0.0,0.0,15,0.0,available,4,3,2,1,1,0.0,17.749623751381428,HIGH,0.3862857647295359
SITE_001,2025-01-02 05:00:00,0.3862857647295359,22.89881838097629,0.0,26.53385885993003,84.12028213766928,6.027571901824418,0.285320324154851,-22.512532616246755,0.0,0.0,15,2.513,available,5,3,2,1,1,0.0,22.512532616246755,HIGH,0.5692269153699505
SITE_001,2025-01-02 06:00:00,0.5692269153699505,19.429390553080623,4.770008817466012,27.621224863635074,84.35927566767309,4.369461510719309,0.0,-18.860163637710674,0.0,0.0,15,0.0,available,6,3,2,1,1,0.0,18.860163637710674,HIGH,2.1171736155972205
SITE_001,2025-01-02 07:00:00,2.1171736155972205,21.90834938325149,125.44647781354394,28.221394503202955,95.16790362799904,1.2654696148165039,0.17824362573949237,-19.79117576765427,0.0,0.0,15,0.0,available,7,3,2,1,1,0.0,19.79117576765427,HIGH,7.745392299775592
SITE_001,2025-01-02 08:00:00,7.745392299775592,26.9041933215493,294.80138898095606,29.55699129891117,64.05571130622924,3.5693925814800638,0.0,-19.15880102177371,0.0,0.0,15,0.0,available,8,3,2,1,1,0.0,19.15880102177371,HIGH,10.403407046195632
SITE_001,2025-01-02 09:00:00,10.403407046195632,30.527186283264435,346.98264205331805,32.039324450274115,84.6515527146026,6.267838044636022,0.11453137921154233,-20.123779237068803,0.0,0.0,15,0.124,available,9,3,2,1,1,0.0,20.123779237068803,HIGH,20.60264221247138
SITE_001,2025-01-02 10:00:00,20.60264221247138,28.81709365501899,473.7535830090476,31.834387226933814,60.552584595827824,6.0099745579609145,0.017707999824453147,-8.21445144254761,0.0,0.0,15,0.0,available,10,3,2,1,1,0.0,8.21445144254761,HIGH,19.851706777105527
SITE_001,2025-01-02 11:00:00,19.851706777105527,29.904432819542276,444.9010749457105,33.02461802785738,69.12363392224877,5.809963421921911,0.17699343733931472,-10.052726042436749,0.0,0.0,15,0.0,available,11,3,2,1,1,0.0,10.052726042436749,HIGH,25.391755686887187
SITE_001,2025-01-02 12:00:00,25.391755686887187,27.8056217789483,544.4718217640687,36.94812339311427,44.65565128950697,7.533822298373245,0.0,-2.413866092061113,0.0,0.0,15,0.0,available,12,3,2,1,1,0.0,2.413866092061113,HIGH,19.742982268442862
SITE_001,2025-01-02 13:00:00,19.742982268442862,25.03884455332554,429.34966162827976,34.688320961762805,16.569861279447426,2.9512247173314203,0.23123165658936995,-5.295862284882677,0.0,0.0,15,0.0,available,13,3,2,1,1,0.0,5.295862284882677,HIGH,13.245354231528408
SITE_001,2025-01-02 14:00:00,13.245354231528408,28.281044188772885,344.93602962546646,35.275683879983845,38.36825508862504,7.8825465781322315,0.2916169653552759,-15.035689957244477,0.0,0.0,15,0.0,available,14,3,2,1,1,0.0,15.035689957244477,HIGH,11.20808211956689
SITE_001,2025-01-02 15:00:00,11.20808211956689,27.712223090890337,324.2607915588908,31.72998615743053,34.94184246997679,3.799566245682411,0.23778103812575413,-16.504140971323444,0.0,0.0,15,0.0,available,15,3,2,1,1,0.0,16.504140971323444,HIGH,6.312764837502604
SITE_001,2025-01-02 16:00:00,6.312764837502604,31.253714638603473,317.98646321399156,30.435165115472195,20.9493303521585,9.266066749312532,0.040544319057474354,-24.94094980110087,0.0,0.0,15,4.941,available,16,3,2,1,1,0.0,24.94094980110087,HIGH,1.1040594580564238
SITE_001,2025-01-02 17:00:00,1.1040594580564238,37.72956749591118,121.64177237808664,29.459098223039835,28.335021997141798,4.013998130682334,0.08628097587179606,-36.62550803785476,0.0,0.0,15,16.626,available,17,3,2,1,1,0.0,36.62550803785476,HIGH,0.4722216314427093
SITE_001,2025-01-02 18:00:00,0.4722216314427093,40.77196003612544,22.489996885831324,27.300412326542894,33.310250509786165,6.62572423767792,0.20314915143127854,-40.299738404682735,0.0,0.0,15,20.3,available,18,3,2,1,1,0.0,40.299738404682735,HIGH,0.9582486718413187
SITE_001,2025-01-02 19:00:00,0.9582486718413187,42.55463188974922,3.0518513271673244,24.11288422158222,33.182152153675844,5.234654766617564,0.030324767385208617,-41.5963832179079,0.0,0.0,15,21.596,available,19,3,2,1,1,0.0,41.5963832179079,HIGH,0.6101322270004789
SITE_001,2025-01-02 20:00:00,0.6101322270004789,40.940033519390845,0.0,24.08553516935038,46.112545286233825,6.6508326979760595,0.14426311829206728,-40.32990129239037,0.0,0.0,15,20.33,available,20,3,2,1,1,0.0,40.32990129239037,HIGH,0.07274697374453865
SITE_001,2025-01-02 21:00:00,0.07274697374453865,32.58159632297733,0.0,21.84664739173863,45.09333081990752,4.739713891264631,0.03816564344460427,-32.5088493492328,0.0,0.0,15,12.509,available,21,3,2,1,0,0.0,32.5088493492328,HIGH,0.593747020472202
SITE_001,2025-01-02 22:00:00,0.593747020472202,25.390319407480156,0.0,19.475380246254044,38.81601497013513,7.316221747000135,0.0,-24.796572387007956,0.0,0.0,15,4.797,available,22,3,2,1,1,0.0,24.796572387007956,HIGH,0.7313398000633133
SITE_001,2025-01-02 23:00:00,0.7313398000633133,19.61967142992442,0.0,20.945926577468267,55.606436465549805,3.6456765769757764,0.1214696127416297,-18.888331629861106,0.0,0.0,15,0.0,available,23,3,2,1,1,0.0,18.888331629861106,HIGH,0.18276540861893423
SITE_001,2025-01-03 00:00:00,0.18276540861893423,16.976100015565308,2.0646572713781217,18.443426741171198,56.96067970513122,3.3555592088671373,0.15856630099835922,-16.793334606946374,0.0,0.0,15,0.0,available,0,4,3,1,1,0.0,16.793334606946374,HIGH,0.0
SITE_001,2025-01-03 01:00:00,0.0,15.90384763171198,1.1602496867881815,19.159776989279795,55.915325268021405,2.1850724512468895,0.17652459667419873,-15.90384763171198,0.0,0.0,15,0.0,available,1,4,3,1,0,0.0,15.90384763171198,HIGH,0.0
SITE_001,2025-01-03 02:00:00,0.0,15.98000793233475,4.288298116010097,21.085856058265904,71.39816128995628,4.961967584194622,0.0,-15.98000793233475,0.0,0.0,15,0.0,available,2,4,3,1,0,0.0,15.98000793233475,HIGH,0.0
SITE_001,2025-01-03 03:00:00,0.0,16.6977194139659,0.0,21.29893710967393,80.80540720854036,8.065477826005155,0.08127377275942926,-16.6977194139659,0.0,0.0,15,0.0,available,3,4,3,1,0,0.0,16.6977194139659,HIGH,0.0
SITE_001,2025-01-03 04:00:00,0.0,16.847035810012187,1.1204624090520838,24.216888523926634,79.24888486348107,5.195352197097663,0.16814645662630034,-16.847035810012187,0.0,0.0,15,0.0,available,4,4,3,1,0,0.0,16.847035810012187,HIGH,0.6542404775405086
SITE_001,2025-01-03 05:00:00,0.6542404775405086,18.312081524830827,4.796354130426034,25.616936657510493,97.22545966009245,3.465304874223901,0.0,-17.65784104729032,0.0,0.0,15,0.0,available,5,4,3,1,1,0.0,17.65784104729032,HIGH,0.0
SITE_001,2025-01-03 06:00:00,0.0,19.446506244310463,0.0,29.966376936186474,74.35300449367453,0.7522085513803862,0.21699579424261817,-19.446506244310463,0.0,0.0,15,0.0,available,6,4,3,1,0,0.0,19.446506244310463,HIGH,1.689296088220924
SITE_001,2025-01-03 07:00:00,1.689296088220924,24.53914318662169,185.36437143318932,28.718996531791923,84.25402580009938,3.8461926886751936,0.0789892829067409,-22.849847098400765,0.0,0.0,15,2.85,available,7,4,3,1,1,0.0,22.849847098400765,HIGH,9.2691434447762
SITE_001,2025-01-03 08:00:00,9.2691434447762,27.67397680462995,334.4320664645615,28.201322725829,68.92426431282605,1.573730941818245,0.0,-18.404833359853754,0.0,0.0,15,0.0,available,8,4,3,1,1,0.0,18.404833359853754,HIGH,8.811447722311833
SITE_001,2025-01-03 09:00:00,8.811447722311833,31.072680805237024,267.8675000254746,33.48814447262599,67.54194959774547,5.093961187529484,0.3113313190553241,-22.26123308292519,0.0,0.0,15,2.261,available,9,4,3,1,1,0.0,22.26123308292519,HIGH,17.61761733806455
SITE_001,2025-01-03 10:00:00,17.61761733806455,28.399821450419182,437.0797254351552,31.14241971877714,65.58598680003301,6.423229756177779,0.1370855382025552,-10.78220411235463,0.0,0.0,15,0.0,available,10,4,3,1,1,0.0,10.78220411235463,HIGH,23.91122656126615
SITE_001,2025-01-03 11:00:00,23.91122656126615,28.84150348748644,497.3922679486158,35.3596685532312,67.40921580418018,5.231349268585717,0.080122318562449,-4.930276926220291,0.0,0.0,15,0.0,available,11,4,3,1,1,0.0,4.930276926220291,HIGH,29.788502919790965
SITE_001,2025-01-03 12:00:00,29.788502919790965,26.044693168040386,603.6680231810818,36.77279442368294,56.30209148007182,6.290751899170295,0.0,3.743809751750579,3.744,9.36,15,0.0,available,12,4,3,1,1,3.743809751750579,0.0,LOW,24.007993681385617
SITE_001,2025-01-03 13:00:00,24.007993681385617,27.495501350526553,521.0227266037397,34.472230510381095,33.033931898673806,0.9215356444797989,0.0,-3.4875076691409355,0.256,0.64,15,0.0,available,13,4,3,1,1,0.0,3.4875076691409355,HIGH,20.23830762056243
SITE_001,2025-01-03 14:00:00,20.23830762056243,27.30717130975332,487.8549034877891,34.99738594099507,26.28151880461718,1.5932351212896907,0.11110862634962693,-7.068863689190888,0.0,0.0,15,0.0,available,14,4,3,1,1,0.0,7.068863689190888,HIGH,9.132722606500828
SITE_001,2025-01-03 15:00:00,9.132722606500828,27.019015354058343,257.3105411156313,31.582377882524657,22.913608901350205,6.339345097660077,0.36809305200478515,-17.886292747557516,0.0,0.0,15,0.0,available,15,4,3,1,1,0.0,17.886292747557516,HIGH,5.709584234354021
SITE_001,2025-01-03 16:00:00,5.709584234354021,30.780623984432403,217.09223835009584,29.410872160354923,38.4929929067832,3.0285479073289125,0.24710562262667413,-25.07103975007838,0.0,0.0,15,5.071,available,16,4,3,1,1,0.0,25.07103975007838,HIGH,2.8131898747201243
SITE_001,2025-01-03 17:00:00,2.8131898747201243,36.71164431459957,104.48284981074497,27.304096603684094,25.570805557222542,2.604244214822303,0.1328436431945469,-33.898454439879444,0.0,0.0,15,13.898,available,17,4,3,1,1,0.0,33.898454439879444,HIGH,0.5681307825354789
SITE_001,2025-01-03 18:00:00,0.5681307825354789,41.145077365264875,0.0,25.63208427437109,29.08409754650751,6.22833340008685,0.0943224107118934,-40.5769465827294,0.0,0.0,15,20.577,available,18,4,3,1,1,0.0,40.5769465827294,HIGH,1.2337257851259626
SITE_001,2025-01-03 19:00:00,1.2337257851259626,42.98280107634854,0.0,24.0062118596753,21.227836407800613,7.733748534889049,0.15300620365819728,-41.749075291222574,0.0,0.0,15,21.749,available,19,4,3,1,1,0.0,41.749075291222574,HIGH,0.0
SITE_001,2025-01-03 20:00:00,0.0,37.30012711012597,15.39440404227619,24.046507980943616,46.27892976181292,4.744164817038467,0.08264998145477565,-37.30012711012597,0.0,0.0,15,17.3,available,20,4,3,1,0,0.0,37.30012711012597,HIGH,1.2653562263044236
SITE_001,2025-01-03 21:00:00,1.2653562263044236,32.939699737368,0.0,22.03712052185497,37.327416926059776,2.83690399277121,0.21076208943411645,-31.67434351106358,0.0,0.0,15,11.674,available,21,4,3,1,1,0.0,31.67434351106358,HIGH,0.40418253276349403
SITE_001,2025-01-03 22:00:00,0.40418253276349403,23.31361194325689,0.38684153823809153,20.60753574789397,41.63925026181087,8.046248154539315,0.0,-22.9094294104934,0.0,0.0,15,2.909,available,22,4,3,1,1,0.0,22.9094294104934,HIGH,0.0
SITE_001,2025-01-03 23:00:00,0.0,20.50720470266531,0.0,19.634683735211077,62.409420380253124,8.818833280940261,0.22507419040617083,-20.50720470266531,0.0,0.0,15,0.507,available,23,4,3,1,0,0.0,20.50720470266531,HIGH,0.0
SITE_001,2025-01-04 00:00:00,0.0,17.007962833904205,0.0,18.62288277032118,54.55854997012449,5.097043255889654,0.17845504605176354,-17.007962833904205,0.0,0.0,15,0.0,available,0,5,4,1,0,0.0,17.007962833904205,HIGH,0.37568789071828557
SITE_001,2025-01-04 01:00:00,0.37568789071828557,14.948712515353598,0.0,19.762008675806737,62.88582935545334,6.510782451651512,0.14867376562396917,-14.573024624635313,0.0,0.0,15,0.0,available,1,5,4,1,1,0.0,14.573024624635313,HIGH,0.42794900144486947
SITE_001,2025-01-04 02:00:00,0.42794900144486947,15.049075406647091,0.0,20.685667255656693,77.02455106870318,3.674752482108307,0.02983354519538528,-14.621126405202222,0.0,0.0,15,0.0,available,2,5,4,1,1,0.0,14.621126405202222,HIGH,0.47894434408303044
SITE_001,2025-01-04 03:00:00,0.47894434408303044,14.118679683506024,0.24042473330690997,18.94177600470131,78.72841510838283,3.191366749791183,0.3153050925459795,-13.639735339422993,0.0,0.0,15,0.0,available,3,5,4,1,1,0.0,13.639735339422993,HIGH,0.0
SITE_001,2025-01-04 04:00:00,0.0,18.074264103706557,0.0,22.999726926032945,79.52733502775801,3.2791732694320954,0.2653219439714948,-18.074264103706557,0.0,0.0,15,0.0,available,4,5,4,1,0,0.0,18.074264103706557,HIGH,0.0
SITE_001,2025-01-04 05:00:00,0.0,17.086784948319792,0.0,23.92177550400155,84.23843342332226,7.883137241315801,0.019716946552182923,-17.086784948319792,0.0,0.0,15,0.0,available,5,5,4,1,0,0.0,17.086784948319792,HIGH,0.0
SITE_001,2025-01-04 06:00:00,0.0,21.855149648327345,1.8557293668565442,27.46445481477473,74.31626416350014,5.1731795749458,0.14436544632515913,-21.855149648327345,0.0,0.0,15,1.855,available,6,5,4,1,0,0.0,21.855149648327345,HIGH,1.930406326316723
SITE_001,2025-01-04 07:00:00,1.930406326316723,23.398013621213227,128.25513765244517,28.792211204673386,72.74978530203103,4.134883624360758,0.07948768055097577,-21.467607294896503,0.0,0.0,15,1.468,available,7,5,4,1,1,0.0,21.467607294896503,HIGH,7.690245253298638
SITE_001,2025-01-04 08:00:00,7.690245253298638,25.269495942223404,327.09193588824684,30.533508909348537,70.06948127232096,7.40242784432789,0.0,-17.579250688924766,0.0,0.0,15,0.0,available,8,5,4,1,1,0.0,17.579250688924766,HIGH,9.278988269528563
SITE_001,2025-01-04 09:00:00,9.278988269528563,30.020242728791573,260.7676320466034,30.036464625933643,67.64734703351641,8.352874624550566,0.3444950305231027,-20.74125445926301,0.0,0.0,15,0.741,available,9,5,4,1,1,0.0,20.74125445926301,HIGH,14.030976199162964
SITE_001,2025-01-04 10:00:00,14.030976199162964,30.74058467320673,315.45789199336883,33.905132822270225,67.63739767865876,2.042827508440317,0.3853362370809462,-16.709608474043765,0.0,0.0,15,0.0,available,10,5,4,1,1,0.0,16.709608474043765,HIGH,27.44380690651055
SITE_001,2025-01-04 11:00:00,27.44380690651055,27.694799923892816,593.7481292666462,32.73739553717619,56.454930040467964,5.496441172600672,0.04406617606724583,-0.2509930173822674,0.0,0.0,15,0.0,available,11,5,4,1,1,0.0,0.2509930173822674,HIGH,22.047282047570235
SITE_001,2025-01-04 12:00:00,22.047282047570235,28.54777242408789,453.8105911783606,34.844350348820285,44.70826429831605,5.957959651492784,0.22273005910906407,-6.500490376517654,0.0,0.0,15,0.0,available,12,5,4,1,1,0.0,6.500490376517654,HIGH,21.718772964031867
SITE_001,2025-01-04 13:00:00,21.718772964031867,25.445866875559567,451.66532163915764,32.59530280974528,38.94565391939111,5.754600986089704,0.15238499223520452,-3.7270939115276995,0.0,0.0,15,0.0,available,13,5,4,1,1,0.0,3.7270939115276995,HIGH,21.421387012439443
SITE_001,2025-01-04 14:00:00,21.421387012439443,24.603689187448836,535.4665528847647,33.96543333065348,52.33669697080084,3.452421601792854,0.0,-3.1823021750093936,0.0,0.0,15,0.0,available,14,5,4,1,1,0.0,3.1823021750093936,HIGH,15.232524717415242
SITE_001,2025-01-04 15:00:00,15.232524717415242,28.355391564436573,392.772694514095,33.79266055954352,35.58911391594759,2.749021905403247,0.0414761212375131,-13.122866847021331,0.0,0.0,15,0.0,available,15,5,4,1,1,0.0,13.122866847021331,HIGH,7.530062052845171
SITE_001,2025-01-04 16:00:00,7.530062052845171,33.79597662799174,293.2314685104073,30.26293881591126,32.642926537006346,3.4190510891093764,0.03290800513215697,-26.26591457514657,0.0,0.0,15,6.266,available,16,5,4,1,1,0.0,26.26591457514657,HIGH,1.8807979342771464
SITE_001,2025-01-04 17:00:00,1.8807979342771464,38.03530427272359,145.26166990851218,30.42871000895403,22.083161437931352,4.748426159800704,0.0,-36.154506338446446,0.0,0.0,15,16.155,available,17,5,4,1,1,0.0,36.154506338446446,HIGH,0.0
SITE_001,2025-01-04 18:00:00,0.0,42.83716702973043,0.0,24.06014967943169,27.436805783193932,2.975791249479665,0.0,-42.83716702973043,0.0,0.0,15,22.837,available,18,5,4,1,0,0.0,42.83716702973043,HIGH,0.0
SITE_001,2025-01-04 19:00:00,0.0,41.41516743439637,0.0,24.89709025906888,30.663087311068004,8.338043050578786,0.2747953079689265,-41.41516743439637,0.0,0.0,15,21.415,available,19,5,4,1,0,0.0,41.41516743439637,HIGH,0.5221547736100638
SITE_001,2025-01-04 20:00:00,0.5221547736100638,41.61938012912962,0.0,22.730232027875,36.88797153819381,4.538130939582644,0.1527268283697204,-41.097225355519555,0.0,0.0,15,21.097,available,20,5,4,1,1,0.0,41.097225355519555,HIGH,0.010446968934709653
SITE_001,2025-01-04 21:00:00,0.010446968934709653,31.80749368229369,0.0,23.338946700019726,63.08687842599887,5.118436868028977,0.15226664286657965,-31.79704671335898,0.0,0.0,15,11.797,available,21,5,4,1,0,0.0,31.79704671335898,HIGH,0.0
SITE_001,2025-01-04 22:00:00,0.0,23.719112407818507,0.0,20.833795938664636,44.15465234251384,4.934493459568003,0.13732324943087304,-23.719112407818507,0.0,0.0,15,3.719,available,22,5,4,1,0,0.0,23.719112407818507,HIGH,0.9345638943732217
SITE_001,2025-01-04 23:00:00,0.9345638943732217,17.211755366291907,7.519964942913443,19.99701118151829,33.7922415328559,7.1830137038449235,0.1505972660905026,-16.277191471918684,0.0,0.0,15,0.0,available,23,5,4,1,1,0.0,16.277191471918684,HIGH,1.314202832567717
SITE_001,2025-01-05 00:00:00,1.314202832567717,17.83948979311373,0.0,19.002404512512026,55.247942626836014,2.7788483090683425,0.16457290391949497,-16.525286960546016,0.0,0.0,15,0.0,available,0,6,5,1,1,0.0,16.525286960546016,HIGH,0.0
SITE_001,2025-01-05 01:00:00,0.0,17.061904609067273,0.0,21.66228776210031,63.30383786976181,5.978749122455836,0.033399352314811726,-17.061904609067273,0.0,0.0,15,0.0,available,1,6,5,1,0,0.0,17.061904609067273,HIGH,0.869497352523186
SITE_001,2025-01-05 02:00:00,0.869497352523186,14.651820192825365,3.5547998410174575,20.093769979904277,76.23177602155201,4.278067668361841,0.16497849690595168,-13.782322840302179,0.0,0.0,15,0.0,available,2,6,5,1,1,0.0,13.782322840302179,HIGH,0.6930202644051757
SITE_001,2025-01-05 03:00:00,0.6930202644051757,15.964452090788487,0.0,22.490591845743115,79.25969927254792,2.497772847229394,0.04882784904379389,-15.271431826383312,0.0,0.0,15,0.0,available,3,6,5,1,1,0.0,15.271431826383312,HIGH,0.4545074635092297
SITE_001,2025-01-05 04:00:00,0.4545074635092297,15.215861401568153,0.0,22.232351372853987,67.88045528631822,1.8867416529521925,0.0,-14.761353938058923,0.0,0.0,15,0.0,available,4,6,5,1,1,0.0,14.761353938058923,HIGH,0.0
SITE_001,2025-01-05 05:00:00,0.0,18.58182416059798,8.482281841450192,27.33689386089145,81.68813973762094,4.806573776259215,0.36983152894604665,-18.58182416059798,0.0,0.0,15,0.0,available,5,6,5,1,0,0.0,18.58182416059798,HIGH,0.0
