site_id,timestamp,battery_soc_mwh,battery_soc_pct,backup_available_mw,estimated_unserved_mw,backup_status
SITE_001,2025-01-06 01:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-06 02:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-06 03:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-06 04:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-06 05:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-06 06:00:00,0.0,0.0,15,1.134,available
SITE_001,2025-01-06 07:00:00,0.0,0.0,15,1.664,available
SITE_001,2025-01-06 08:00:00,0.0,0.0,15,0.988,available
SITE_001,2025-01-06 09:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-06 10:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-06 11:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-06 12:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-06 13:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-06 14:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-06 15:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-06 16:00:00,0.0,0.0,15,4.304,available
SITE_001,2025-01-06 17:00:00,0.0,0.0,15,16.272,available
SITE_001,2025-01-06 18:00:00,0.0,0.0,15,22.859,available
SITE_001,2025-01-06 19:00:00,0.0,0.0,15,24.245,available
SITE_001,2025-01-06 20:00:00,0.0,0.0,15,21.187,available
SITE_001,2025-01-06 21:00:00,0.0,0.0,15,10.985,available
SITE_001,2025-01-06 22:00:00,0.0,0.0,15,5.93,available
SITE_001,2025-01-06 23:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-07 00:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-07 01:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-07 02:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-07 03:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-07 04:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-07 05:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-07 06:00:00,0.0,0.0,15,0.363,available
SITE_001,2025-01-07 07:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-07 08:00:00,0.0,0.0,15,2.945,available
SITE_001,2025-01-07 09:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-07 10:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-07 11:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-07 12:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-07 13:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-07 14:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-07 15:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-07 16:00:00,0.0,0.0,15,5.024,available
SITE_001,2025-01-07 17:00:00,0.0,0.0,15,14.227,available
SITE_001,2025-01-07 18:00:00,0.0,0.0,15,20.91,available
SITE_001,2025-01-07 19:00:00,0.0,0.0,15,21.494,available
SITE_001,2025-01-07 20:00:00,0.0,0.0,15,21.361,available
SITE_001,2025-01-07 21:00:00,0.0,0.0,15,14.701,available
SITE_001,2025-01-07 22:00:00,0.0,0.0,15,4.931,available
SITE_001,2025-01-07 23:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-08 00:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-08 01:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-08 02:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-08 03:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-08 04:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-08 05:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-08 06:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-08 07:00:00,0.0,0.0,15,0.963,available
SITE_001,2025-01-08 08:00:00,0.0,0.0,15,1.903,available
SITE_001,2025-01-08 09:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-08 10:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-08 11:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-08 12:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-08 13:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-08 14:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-08 15:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-08 16:00:00,0.0,0.0,15,6.189,available
SITE_001,2025-01-08 17:00:00,0.0,0.0,15,16.585,available
SITE_001,2025-01-08 18:00:00,0.0,0.0,15,23.166,available
SITE_001,2025-01-08 19:00:00,0.0,0.0,15,21.647,available
SITE_001,2025-01-08 20:00:00,0.0,0.0,15,18.823,available
SITE_001,2025-01-08 21:00:00,0.0,0.0,15,12.588,available
SITE_001,2025-01-08 22:00:00,0.0,0.0,15,3.843,available
SITE_001,2025-01-08 23:00:00,0.0,0.0,15,0.964,available
SITE_001,2025-01-09 00:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-09 01:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-09 02:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-09 03:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-09 04:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-09 05:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-09 06:00:00,0.0,0.0,15,2.912,available
SITE_001,2025-01-09 07:00:00,0.0,0.0,15,0.524,available
SITE_001,2025-01-09 08:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-09 09:00:00,0.0,0.0,15,0.967,available
SITE_001,2025-01-09 10:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-09 11:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-09 12:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-09 13:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-09 14:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-09 15:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-09 16:00:00,0.0,0.0,15,4.693,available
SITE_001,2025-01-09 17:00:00,0.0,0.0,15,16.352,available
SITE_001,2025-01-09 18:00:00,0.0,0.0,15,21.171,available
SITE_001,2025-01-09 19:00:00,0.0,0.0,15,21.499,available
SITE_001,2025-01-09 20:00:00,0.0,0.0,15,17.671,available
SITE_001,2025-01-09 21:00:00,0.0,0.0,15,11.802,available
SITE_001,2025-01-09 22:00:00,0.0,0.0,15,4.397,available
SITE_001,2025-01-09 23:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-10 00:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-10 01:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-10 02:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-10 03:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-10 04:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-10 05:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-10 06:00:00,0.0,0.0,15,0.369,available
SITE_001,2025-01-10 07:00:00,0.0,0.0,15,3.086,available
SITE_001,2025-01-10 08:00:00,0.0,0.0,15,2.992,available
SITE_001,2025-01-10 09:00:00,0.0,0.0,15,0.752,available
SITE_001,2025-01-10 10:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-10 11:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-10 12:00:00,4.302,10.75,15,0.0,available
SITE_001,2025-01-10 13:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-10 14:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-10 15:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-10 16:00:00,0.0,0.0,15,4.496,available
SITE_001,2025-01-10 17:00:00,0.0,0.0,15,16.015,available
SITE_001,2025-01-10 18:00:00,0.0,0.0,15,20.141,available
SITE_001,2025-01-10 19:00:00,0.0,0.0,15,23.267,available
SITE_001,2025-01-10 20:00:00,0.0,0.0,15,17.062,available
SITE_001,2025-01-10 21:00:00,0.0,0.0,15,10.836,available
SITE_001,2025-01-10 22:00:00,0.0,0.0,15,4.12,available
SITE_001,2025-01-10 23:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-11 00:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-11 01:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-11 02:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-11 03:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-11 04:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-11 05:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-11 06:00:00,0.0,0.0,15,0.248,available
SITE_001,2025-01-11 07:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-11 08:00:00,0.0,0.0,15,1.986,available
SITE_001,2025-01-11 09:00:00,0.0,0.0,15,0.253,available
SITE_001,2025-01-11 10:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-11 11:00:00,2.558,6.4,15,0.0,available
SITE_001,2025-01-11 12:00:00,0.482,1.21,15,0.0,available
SITE_001,2025-01-11 13:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-11 14:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-11 15:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-11 16:00:00,0.0,0.0,15,6.319,available
SITE_001,2025-01-11 17:00:00,0.0,0.0,15,14.016,available
SITE_001,2025-01-11 18:00:00,0.0,0.0,15,23.713,available
SITE_001,2025-01-11 19:00:00,0.0,0.0,15,22.06,available
SITE_001,2025-01-11 20:00:00,0.0,0.0,15,17.614,available
SITE_001,2025-01-11 21:00:00,0.0,0.0,15,11.482,available
SITE_001,2025-01-11 22:00:00,0.0,0.0,15,4.449,available
SITE_001,2025-01-11 23:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-12 00:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-12 01:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-12 02:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-12 03:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-12 04:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-12 05:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-12 06:00:00,0.0,0.0,15,0.072,available
SITE_001,2025-01-12 07:00:00,0.0,0.0,15,1.77,available
SITE_001,2025-01-12 08:00:00,0.0,0.0,15,4.086,available
SITE_001,2025-01-12 09:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-12 10:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-12 11:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-12 12:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-12 13:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-12 14:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-12 15:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-12 16:00:00,0.0,0.0,15,4.198,available
SITE_001,2025-01-12 17:00:00,0.0,0.0,15,14.384,available
SITE_001,2025-01-12 18:00:00,0.0,0.0,15,20.288,available
SITE_001,2025-01-12 19:00:00,0.0,0.0,15,23.395,available
SITE_001,2025-01-12 20:00:00,0.0,0.0,15,19.216,available
SITE_001,2025-01-12 21:00:00,0.0,0.0,15,11.657,available
SITE_001,2025-01-12 22:00:00,0.0,0.0,15,5.434,available
SITE_001,2025-01-12 23:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-13 00:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-13 01:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-13 02:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-13 03:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-13 04:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-13 05:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-13 06:00:00,0.0,0.0,15,0.727,available
SITE_001,2025-01-13 07:00:00,0.0,0.0,15,3.636,available
SITE_001,2025-01-13 08:00:00,0.0,0.0,15,0.576,available
SITE_001,2025-01-13 09:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-13 10:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-13 11:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-13 12:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-13 13:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-13 14:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-13 15:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-13 16:00:00,0.0,0.0,15,3.32,available
SITE_001,2025-01-13 17:00:00,0.0,0.0,15,14.36,available
SITE_001,2025-01-13 18:00:00,0.0,0.0,15,21.679,available
SITE_001,2025-01-13 19:00:00,0.0,0.0,15,22.524,available
SITE_001,2025-01-13 20:00:00,0.0,0.0,15,19.746,available
SITE_001,2025-01-13 21:00:00,0.0,0.0,15,12.421,available
SITE_001,2025-01-13 22:00:00,0.0,0.0,15,1.033,available
SITE_001,2025-01-13 23:00:00,0.0,0.0,15,1.52,available
SITE_001,2025-01-14 00:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-14 01:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-14 02:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-14 03:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-14 04:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-14 05:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-14 06:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-14 07:00:00,0.0,0.0,15,3.423,available
SITE_001,2025-01-14 08:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-14 09:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-14 10:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-14 11:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-14 12:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-14 13:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-14 14:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-14 15:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-14 16:00:00,0.0,0.0,15,3.722,available
SITE_001,2025-01-14 17:00:00,0.0,0.0,15,14.328,available
SITE_001,2025-01-14 18:00:00,0.0,0.0,15,22.541,available
SITE_001,2025-01-14 19:00:00,0.0,0.0,15,25.044,available
SITE_001,2025-01-14 20:00:00,0.0,0.0,15,18.304,available
SITE_001,2025-01-14 21:00:00,0.0,0.0,15,11.524,available
SITE_001,2025-01-14 22:00:00,0.0,0.0,15,1.918,available
SITE_001,2025-01-14 23:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-15 00:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-15 01:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-15 02:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-15 03:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-15 04:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-15 05:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-15 06:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-15 07:00:00,0.0,0.0,15,4.426,available
SITE_001,2025-01-15 08:00:00,0.0,0.0,15,3.902,available
SITE_001,2025-01-15 09:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-15 10:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-15 11:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-15 12:00:00,2.993,7.48,15,0.0,available
SITE_001,2025-01-15 13:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-15 14:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-15 15:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-15 16:00:00,0.0,0.0,15,6.266,available
SITE_001,2025-01-15 17:00:00,0.0,0.0,15,17.573,available
SITE_001,2025-01-15 18:00:00,0.0,0.0,15,21.121,available
SITE_001,2025-01-15 19:00:00,0.0,0.0,15,22.432,available
SITE_001,2025-01-15 20:00:00,0.0,0.0,15,20.296,available
SITE_001,2025-01-15 21:00:00,0.0,0.0,15,10.806,available
SITE_001,2025-01-15 22:00:00,0.0,0.0,15,4.886,available
SITE_001,2025-01-15 23:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-16 00:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-16 01:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-16 02:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-16 03:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-16 04:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-16 05:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-16 06:00:00,0.0,0.0,15,0.98,available
SITE_001,2025-01-16 07:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-16 08:00:00,0.0,0.0,15,0.06,available
SITE_001,2025-01-16 09:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-16 10:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-16 11:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-16 12:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-16 13:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-16 14:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-16 15:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-16 16:00:00,0.0,0.0,15,1.718,available
SITE_001,2025-01-16 17:00:00,0.0,0.0,15,14.512,available
SITE_001,2025-01-16 18:00:00,0.0,0.0,15,21.307,available
SITE_001,2025-01-16 19:00:00,0.0,0.0,15,23.857,available
SITE_001,2025-01-16 20:00:00,0.0,0.0,15,20.368,available
SITE_001,2025-01-16 21:00:00,0.0,0.0,15,10.969,available
SITE_001,2025-01-16 22:00:00,0.0,0.0,15,5.459,available
SITE_001,2025-01-16 23:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-17 00:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-17 01:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-17 02:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-17 03:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-17 04:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-17 05:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-17 06:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-17 07:00:00,0.0,0.0,15,2.249,available
SITE_001,2025-01-17 08:00:00,0.0,0.0,15,3.743,available
SITE_001,2025-01-17 09:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-17 10:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-17 11:00:00,0.0,0.0,15,0.0,available
SITE_001,2025-01-17 12:00:00,0.0,0.0,15,0.0,available
