site_id,timestamp,generation_mw,forecast_generation_mw,forecast_lower_mw,forecast_upper_mw,demand_mw,battery_soc_pct,surplus_mw,shortfall_mw,risk_level
SITE_001,2025-06-16 03:00:00,0.0,0.0,0.0,1.0,15.994050429034566,0.0,0.0,15.994050429034566,HIGH
SITE_001,2025-06-16 04:00:00,0.7884391577056664,0.7365990808722945,0.0,1.8312117797969745,17.462683796177096,0.0,0.0,16.67424463847143,HIGH
SITE_001,2025-06-16 05:00:00,0.0,0.0,0.0,1.0,18.631087141191806,0.0,0.0,18.631087141191806,HIGH
SITE_001,2025-06-16 06:00:00,0.21667135767404516,0.2102822179725326,0.0,1.236282780893418,21.42218247512793,0.0,0.0,21.205511117453884,HIGH
SITE_001,2025-06-16 07:00:00,3.043808930419283,2.6595438821813313,1.2942868105310175,4.024800953831646,23.821706638143045,0.0,0.0,20.777897707723763,HIGH
SITE_001,2025-06-16 08:00:00,11.371424103180749,11.549446234365272,9.184875341983583,13.91401712674696,27.458019719249627,0.0,0.0,16.086595616068877,HIGH
SITE_001,2025-06-16 09:00:00,20.359001214176914,20.347037373004444,16.903957227303213,23.790117518705674,31.001113489491214,0.0,0.0,10.6421122753143,HIGH
SITE_001,2025-06-16 10:00:00,32.15346641479486,33.86222957497074,29.003813605195358,38.72064554474613,30.040372323682334,5.28,2.1130940911125293,0.0,LOW
SITE_001,2025-06-16 11:00:00,22.223172028747744,23.244873439803172,19.57809279635344,26.911654083252902,29.96289445471385,0.0,0.0,7.739722425966107,HIGH
SITE_001,2025-06-16 12:00:00,33.83927035266051,28.740303236627096,23.679590794307835,33.80101567894636,27.420631036982794,16.05,6.418639315677719,0.0,LOW
SITE_001,2025-06-16 13:00:00,30.27228054614253,31.096619075282543,26.463945409745442,35.729292740819645,29.374013273439715,18.29,0.8982672727028138,0.0,LOW
SITE_001,2025-06-16 14:00:00,29.322763311953125,27.313745872350545,22.79501427491617,31.83247746978492,27.061693417372478,23.94,2.261069894580647,0.0,LOW
SITE_001,2025-06-16 15:00:00,18.426140577701094,18.762535067481863,15.551398198157731,21.973671936805996,28.42416268771464,0.0,0.0,9.998022110013547,HIGH
SITE_001,2025-06-16 16:00:00,11.867980916353526,11.928555872065926,9.504398162103504,14.352713582028349,30.388958478778495,0.0,0.0,18.520977562424967,HIGH
SITE_001,2025-06-16 17:00:00,3.5216648819921916,3.510066721694681,2.087466935855618,4.932666507533744,33.95369733783176,0.0,0.0,30.432032455839572,HIGH
SITE_001,2025-06-16 18:00:00,1.2299594615654383,1.1587665431480616,0.011171407760208973,2.3063616785359145,41.09596397211172,0.0,0.0,39.86600451054628,HIGH
SITE_001,2025-06-16 19:00:00,0.0,0.0,0.0,1.0,43.69796540244137,0.0,0.0,43.69796540244137,HIGH
SITE_001,2025-06-16 20:00:00,0.0,0.0,0.0,1.0,39.0757120765938,0.0,0.0,39.0757120765938,HIGH
SITE_001,2025-06-16 21:00:00,0.5704278427699115,0.5612607052666058,0.0,1.6297120463989951,31.879404876441612,0.0,0.0,31.3089770336717,HIGH
SITE_001,2025-06-16 22:00:00,0.0,0.0,0.0,1.0,24.776651851783722,0.0,0.0,24.776651851783722,HIGH
SITE_001,2025-06-16 23:00:00,0.6167707043361609,0.6500101108913073,0.0,1.7240225954116466,19.91805575380352,0.0,0.0,19.30128504946736,HIGH
SITE_001,2025-06-17 00:00:00,0.3588783556131445,0.3426598815435528,0.0,1.3857252842171301,17.350212864231583,0.0,0.0,16.99133450861844,HIGH
SITE_001,2025-06-17 01:00:00,0.0,0.0,0.0,1.0,14.6689393919583,0.0,0.0,14.6689393919583,HIGH
SITE_001,2025-06-17 02:00:00,0.0,0.0,0.0,1.0,13.871963823880685,0.0,0.0,13.871963823880685,HIGH
SITE_001,2025-06-17 03:00:00,0.0,0.0,0.0,1.0,14.263950335132089,0.0,0.0,14.263950335132089,HIGH
SITE_001,2025-06-17 04:00:00,0.0,0.0,0.0,1.0,18.459330734334163,0.0,0.0,18.459330734334163,HIGH
SITE_001,2025-06-17 05:00:00,0.033017049559260214,0.03304636997752984,0.0,1.037008415924641,17.15404880242505,0.0,0.0,17.12103175286579,HIGH
SITE_001,2025-06-17 06:00:00,0.0,0.0,0.0,1.0,18.925571815496845,0.0,0.0,18.925571815496845,HIGH
SITE_001,2025-06-17 07:00:00,2.513004273178653,2.458138072295267,1.1565775595138286,3.7596985850767055,25.84210294136813,0.0,0.0,23.329098668189477,HIGH
SITE_001,2025-06-17 08:00:00,10.599298543056026,10.518786851671184,8.246871026504461,12.790702676837906,28.797848945432225,0.0,0.0,18.1985504023762,HIGH
SITE_001,2025-06-17 09:00:00,22.432922366813752,24.276496048325924,20.584545364308273,27.968446732343576,29.556564175705947,0.0,0.0,7.123641808892195,HIGH
SITE_001,2025-06-17 10:00:00,27.01382284844998,29.128895226141974,24.88723648432798,33.37055396795597,31.883477845568276,0.0,0.0,4.869654997118296,HIGH
SITE_001,2025-06-17 11:00:00,30.370788972005574,28.91016438800136,24.26566971136069,33.554659064642024,27.739691497477157,6.58,2.631097474528417,0.0,LOW
SITE_001,2025-06-17 12:00:00,38.46817951966422,41.218440447517054,35.60225890515735,46.83462198987676,27.897228542149865,33.01,10.570950977514354,0.0,LOW
SITE_001,2025-06-17 13:00:00,28.253275972288176,26.852122712189683,22.461729595515102,31.242515828864263,25.83509990872948,39.05,2.418176063558697,0.0,LOW
SITE_001,2025-06-17 14:00:00,22.53695576256853,22.17721748531365,18.47278279380543,25.881652176821873,25.296952882358216,32.15,0.0,2.759997119789684,MEDIUM
SITE_001,2025-06-17 15:00:00,22.12642246923994,23.95813211239334,20.302961416084546,27.613302808702134,25.201438754037436,24.46,0.0,3.0750162847974956,MEDIUM
SITE_001,2025-06-17 16:00:00,8.203241942545954,8.647100372134016,6.662711339028501,10.631489405239531,30.962343041397066,0.0,0.0,22.75910109885111,HIGH
SITE_001,2025-06-17 17:00:00,1.4950895830666275,1.3748208135688378,0.19541006360084245,2.554231563536833,34.76669703298901,0.0,0.0,33.27160744992238,HIGH
SITE_001,2025-06-17 18:00:00,0.6248785278156815,0.6456053927531776,0.0,1.7205908160910595,41.08257295325552,0.0,0.0,40.45769442543984,HIGH
SITE_001,2025-06-17 19:00:00,0.8290037535075874,0.8282779934508819,0.0,1.9277584438717925,41.27482494545818,0.0,0.0,40.44582119195059,HIGH
SITE_001,2025-06-17 20:00:00,0.864775061634711,0.9276956112802323,0.0,2.0314686186763975,36.9172497531337,0.0,0.0,36.05247469149899,HIGH
SITE_001,2025-06-17 21:00:00,0.6812096698372413,0.7145950037701302,0.0,1.7963401641505992,32.19945980955292,0.0,0.0,31.51825013971568,HIGH
SITE_001,2025-06-17 22:00:00,0.0,0.0,0.0,1.0,23.357901141711977,0.0,0.0,23.357901141711977,HIGH
SITE_001,2025-06-17 23:00:00,0.0,0.0,0.0,1.0,20.974518211269917,0.0,0.0,20.974518211269917,HIGH
