timestamp,demand_mw,battery_soc,battery_capacity_mwh,battery_max_discharge_mw,backup_available,backup_capacity_mw
2025-01-04 11:00:00,32.5,20.2,200.0,50.0,True,25.0
2025-01-04 12:00:00,31.08,32.2,200.0,50.0,True,25.0
2025-01-04 13:00:00,32.73,40.4,200.0,50.0,True,25.0
2025-01-04 14:00:00,33.31,43.2,200.0,50.0,True,25.0
2025-01-04 15:00:00,34.62,38.5,200.0,50.0,True,25.0
2025-01-04 16:00:00,41.47,21.5,200.0,50.0,True,25.0
2025-01-04 17:00:00,50.42,0.0,200.0,50.0,True,25.0
2025-01-04 18:00:00,56.45,0.0,200.0,50.0,True,25.0
2025-01-04 19:00:00,57.76,0.0,200.0,50.0,True,25.0
2025-01-04 20:00:00,53.65,0.0,200.0,50.0,True,25.0
2025-01-04 21:00:00,43.13,0.0,200.0,50.0,True,25.0
2025-01-04 22:00:00,30.62,0.0,200.0,50.0,True,25.0
2025-01-04 23:00:00,25.1,0.0,200.0,50.0,True,25.0
2025-01-05 00:00:00,21.29,0.0,200.0,50.0,True,25.0
2025-01-05 01:00:00,21.65,0.0,200.0,50.0,True,25.0
2025-01-05 02:00:00,18.89,0.0,200.0,50.0,True,25.0
2025-01-05 03:00:00,17.68,0.0,200.0,50.0,True,25.0
2025-01-05 04:00:00,20.82,0.0,200.0,50.0,True,25.0
2025-01-05 05:00:00,22.27,0.0,200.0,50.0,True,25.0
2025-01-05 06:00:00,29.56,0.0,200.0,50.0,True,25.0
2025-01-05 07:00:00,34.43,0.0,200.0,50.0,True,25.0
2025-01-05 08:00:00,38.22,0.0,200.0,50.0,True,25.0
2025-01-05 09:00:00,38.5,1.7,200.0,50.0,True,25.0
2025-01-05 10:00:00,33.93,9.9,200.0,50.0,True,25.0
2025-01-05 11:00:00,35.36,19.1,200.0,50.0,True,25.0
2025-01-05 12:00:00,30.64,30.6,200.0,50.0,True,25.0
2025-01-05 13:00:00,31.81,38.4,200.0,50.0,True,25.0
2025-01-05 14:00:00,29.88,43.8,200.0,50.0,True,25.0
2025-01-05 15:00:00,35.52,38.8,200.0,50.0,True,25.0
2025-01-05 16:00:00,38.89,23.2,200.0,50.0,True,25.0
2025-01-05 17:00:00,51.29,0.0,200.0,50.0,True,25.0
2025-01-05 18:00:00,54.45,0.0,200.0,50.0,True,25.0
2025-01-05 19:00:00,56.43,0.0,200.0,50.0,True,25.0
2025-01-05 20:00:00,53.0,0.0,200.0,50.0,True,25.0
2025-01-05 21:00:00,41.5,0.0,200.0,50.0,True,25.0
2025-01-05 22:00:00,32.93,0.0,200.0,50.0,True,25.0
2025-01-05 23:00:00,24.48,0.0,200.0,50.0,True,25.0
2025-01-06 00:00:00,24.01,0.0,200.0,50.0,True,25.0
2025-01-06 01:00:00,23.01,0.0,200.0,50.0,True,25.0
2025-01-06 02:00:00,20.81,0.0,200.0,50.0,True,25.0
2025-01-06 03:00:00,21.6,0.0,200.0,50.0,True,25.0
2025-01-06 04:00:00,23.32,0.0,200.0,50.0,True,25.0
2025-01-06 05:00:00,25.62,0.0,200.0,50.0,True,25.0
2025-01-06 06:00:00,31.49,0.0,200.0,50.0,True,25.0
2025-01-06 07:00:00,38.01,0.0,200.0,50.0,True,25.0
2025-01-06 08:00:00,43.6,0.0,200.0,50.0,True,25.0
2025-01-06 09:00:00,41.97,0.0,200.0,50.0,True,25.0
2025-01-06 10:00:00,42.06,2.6,200.0,50.0,True,25.0
2025-01-06 11:00:00,37.7,9.7,200.0,50.0,True,25.0
2025-01-06 12:00:00,33.72,18.6,200.0,50.0,True,25.0
2025-01-06 13:00:00,34.12,24.2,200.0,50.0,True,25.0
2025-01-06 14:00:00,35.69,25.3,200.0,50.0,True,25.0
2025-01-06 15:00:00,37.73,18.1,200.0,50.0,True,25.0
2025-01-06 16:00:00,47.24,0.0,200.0,50.0,True,25.0
2025-01-06 17:00:00,53.79,0.0,200.0,50.0,True,25.0
2025-01-06 18:00:00,63.89,0.0,200.0,50.0,True,25.0
2025-01-06 19:00:00,63.97,0.0,200.0,50.0,True,25.0
2025-01-06 20:00:00,61.33,0.0,200.0,50.0,True,25.0
2025-01-06 21:00:00,47.67,0.0,200.0,50.0,True,25.0
2025-01-06 22:00:00,35.9,0.0,200.0,50.0,True,25.0
2025-01-06 23:00:00,29.43,0.0,200.0,50.0,True,25.0
2025-01-07 00:00:00,23.76,0.0,200.0,50.0,True,25.0
2025-01-07 01:00:00,23.74,0.0,200.0,50.0,True,25.0
2025-01-07 02:00:00,21.7,0.0,200.0,50.0,True,25.0
2025-01-07 03:00:00,20.41,0.0,200.0,50.0,True,25.0
2025-01-07 04:00:00,22.17,0.0,200.0,50.0,True,25.0
2025-01-07 05:00:00,23.66,0.0,200.0,50.0,True,25.0
2025-01-07 06:00:00,30.5,0.0,200.0,50.0,True,25.0
2025-01-07 07:00:00,40.74,0.0,200.0,50.0,True,25.0
2025-01-07 08:00:00,41.4,0.0,200.0,50.0,True,25.0
2025-01-07 09:00:00,43.56,0.0,200.0,50.0,True,25.0
2025-01-07 10:00:00,41.31,0.0,200.0,50.0,True,25.0
2025-01-07 11:00:00,36.19,0.0,200.0,50.0,True,25.0
2025-01-07 12:00:00,34.08,0.0,200.0,50.0,True,25.0
2025-01-07 13:00:00,36.35,0.0,200.0,50.0,True,25.0
2025-01-07 14:00:00,37.41,0.0,200.0,50.0,True,25.0
2025-01-07 15:00:00,41.08,0.0,200.0,50.0,True,25.0
2025-01-07 16:00:00,44.38,0.0,200.0,50.0,True,25.0
2025-01-07 17:00:00,57.89,0.0,200.0,50.0,True,25.0
2025-01-07 18:00:00,62.47,0.0,200.0,50.0,True,25.0
2025-01-07 19:00:00,65.59,0.0,200.0,50.0,True,25.0
2025-01-07 20:00:00,59.84,0.0,200.0,50.0,True,25.0
2025-01-07 21:00:00,49.93,0.0,200.0,50.0,True,25.0
2025-01-07 22:00:00,36.64,0.0,200.0,50.0,True,25.0
2025-01-07 23:00:00,29.31,0.0,200.0,50.0,True,25.0
2025-01-08 00:00:00,24.88,0.0,200.0,50.0,True,25.0
2025-01-08 01:00:00,21.62,0.0,200.0,50.0,True,25.0
2025-01-08 02:00:00,19.5,0.0,200.0,50.0,True,25.0
2025-01-08 03:00:00,21.17,0.0,200.0,50.0,True,25.0
2025-01-08 04:00:00,20.59,0.0,200.0,50.0,True,25.0
2025-01-08 05:00:00,25.4,0.0,200.0,50.0,True,25.0
2025-01-08 06:00:00,30.92,0.0,200.0,50.0,True,25.0
2025-01-08 07:00:00,40.5,0.0,200.0,50.0,True,25.0
2025-01-08 08:00:00,42.93,0.0,200.0,50.0,True,25.0
2025-01-08 09:00:00,43.51,0.0,200.0,50.0,True,25.0
2025-01-08 10:00:00,40.92,0.0,200.0,50.0,True,25.0
2025-01-08 11:00:00,37.01,0.0,200.0,50.0,True,25.0
2025-01-08 12:00:00,38.99,0.0,200.0,50.0,True,25.0
2025-01-08 13:00:00,35.1,0.0,200.0,50.0,True,25.0
2025-01-08 14:00:00,34.9,0.0,200.0,50.0,True,25.0
2025-01-08 15:00:00,39.44,0.0,200.0,50.0,True,25.0
2025-01-08 16:00:00,44.3,0.0,200.0,50.0,True,25.0
2025-01-08 17:00:00,57.35,0.0,200.0,50.0,True,25.0
2025-01-08 18:00:00,64.7,0.0,200.0,50.0,True,25.0
2025-01-08 19:00:00,66.21,0.0,200.0,50.0,True,25.0
2025-01-08 20:00:00,60.22,0.0,200.0,50.0,True,25.0
2025-01-08 21:00:00,49.53,0.0,200.0,50.0,True,25.0
2025-01-08 22:00:00,36.21,0.0,200.0,50.0,True,25.0
2025-01-08 23:00:00,29.33,0.0,200.0,50.0,True,25.0
2025-01-09 00:00:00,24.01,0.0,200.0,50.0,True,25.0
2025-01-09 01:00:00,22.88,0.0,200.0,50.0,True,25.0
2025-01-09 02:00:00,22.83,0.0,200.0,50.0,True,25.0
2025-01-09 03:00:00,17.44,0.0,200.0,50.0,True,25.0
2025-01-09 04:00:00,21.55,0.0,200.0,50.0,True,25.0
2025-01-09 05:00:00,25.18,0.0,200.0,50.0,True,25.0
2025-01-09 06:00:00,30.66,0.0,200.0,50.0,True,25.0
2025-01-09 07:00:00,39.82,0.0,200.0,50.0,True,25.0
2025-01-09 08:00:00,44.91,0.0,200.0,50.0,True,25.0
2025-01-09 09:00:00,41.43,0.0,200.0,50.0,True,25.0
2025-01-09 10:00:00,38.89,2.2,200.0,50.0,True,25.0
2025-01-09 11:00:00,39.86,4.3,200.0,50.0,True,25.0
2025-01-09 12:00:00,37.77,10.1,200.0,50.0,True,25.0
2025-01-09 13:00:00,34.64,15.2,200.0,50.0,True,25.0
2025-01-09 14:00:00,36.43,14.6,200.0,50.0,True,25.0
2025-01-09 15:00:00,41.37,4.7,200.0,50.0,True,25.0
2025-01-09 16:00:00,46.18,0.0,200.0,50.0,True,25.0
2025-01-09 17:00:00,56.37,0.0,200.0,50.0,True,25.0
2025-01-09 18:00:00,63.99,0.0,200.0,50.0,True,25.0
2025-01-09 19:00:00,64.96,0.0,200.0,50.0,True,25.0
2025-01-09 20:00:00,60.2,0.0,200.0,50.0,True,25.0
2025-01-09 21:00:00,46.89,0.0,200.0,50.0,True,25.0
2025-01-09 22:00:00,36.99,0.0,200.0,50.0,True,25.0
2025-01-09 23:00:00,28.74,0.0,200.0,50.0,True,25.0
2025-01-10 00:00:00,24.56,0.0,200.0,50.0,True,25.0
2025-01-10 01:00:00,21.57,0.0,200.0,50.0,True,25.0
2025-01-10 02:00:00,22.46,0.0,200.0,50.0,True,25.0
2025-01-10 03:00:00,21.19,0.0,200.0,50.0,True,25.0
2025-01-10 04:00:00,21.29,0.0,200.0,50.0,True,25.0
2025-01-10 05:00:00,23.08,0.0,200.0,50.0,True,25.0
2025-01-10 06:00:00,28.79,0.0,200.0,50.0,True,25.0
2025-01-10 07:00:00,40.07,0.0,200.0,50.0,True,25.0
2025-01-10 08:00:00,44.58,0.0,200.0,50.0,True,25.0
2025-01-10 09:00:00,44.51,0.0,200.0,50.0,True,25.0
2025-01-10 10:00:00,40.32,0.4,200.0,50.0,True,25.0
2025-01-10 11:00:00,36.5,6.5,200.0,50.0,True,25.0
2025-01-10 12:00:00,36.28,14.2,200.0,50.0,True,25.0
2025-01-10 13:00:00,36.87,17.7,200.0,50.0,True,25.0
2025-01-10 14:00:00,35.71,18.7,200.0,50.0,True,25.0
2025-01-10 15:00:00,41.71,9.3,200.0,50.0,True,25.0
2025-01-10 16:00:00,46.35,0.0,200.0,50.0,True,25.0
2025-01-10 17:00:00,56.53,0.0,200.0,50.0,True,25.0
2025-01-10 18:00:00,65.67,0.0,200.0,50.0,True,25.0
2025-01-10 19:00:00,63.16,0.0,200.0,50.0,True,25.0
2025-01-10 20:00:00,60.67,0.0,200.0,50.0,True,25.0
2025-01-10 21:00:00,47.95,0.0,200.0,50.0,True,25.0
2025-01-10 22:00:00,35.39,0.0,200.0,50.0,True,25.0
2025-01-10 23:00:00,28.72,0.0,200.0,50.0,True,25.0
2025-01-11 00:00:00,24.03,0.0,200.0,50.0,True,25.0
2025-01-11 01:00:00,21.91,0.0,200.0,50.0,True,25.0
2025-01-11 02:00:00,17.23,0.0,200.0,50.0,True,25.0
2025-01-11 03:00:00,17.69,0.0,200.0,50.0,True,25.0
2025-01-11 04:00:00,20.76,0.0,200.0,50.0,True,25.0
2025-01-11 05:00:00,21.97,0.0,200.0,50.0,True,25.0
2025-01-11 06:00:00,27.05,0.0,200.0,50.0,True,25.0
2025-01-11 07:00:00,33.65,0.0,200.0,50.0,True,25.0
2025-01-11 08:00:00,38.03,0.0,200.0,50.0,True,25.0
2025-01-11 09:00:00,35.6,2.5,200.0,50.0,True,25.0
2025-01-11 10:00:00,33.55,11.0,200.0,50.0,True,25.0
2025-01-11 11:00:00,32.33,20.9,200.0,50.0,True,25.0
2025-01-11 12:00:00,31.04,28.8,200.0,50.0,True,25.0
2025-01-11 13:00:00,30.22,34.9,200.0,50.0,True,25.0
2025-01-11 14:00:00,31.14,38.1,200.0,50.0,True,25.0
2025-01-11 15:00:00,36.76,32.0,200.0,50.0,True,25.0
2025-01-11 16:00:00,39.52,15.8,200.0,50.0,True,25.0
2025-01-11 17:00:00,50.78,0.0,200.0,50.0,True,25.0
2025-01-11 18:00:00,55.26,0.0,200.0,50.0,True,25.0
2025-01-11 19:00:00,58.06,0.0,200.0,50.0,True,25.0
2025-01-11 20:00:00,53.02,0.0,200.0,50.0,True,25.0
2025-01-11 21:00:00,41.23,0.0,200.0,50.0,True,25.0
2025-01-11 22:00:00,31.76,0.0,200.0,50.0,True,25.0
2025-01-11 23:00:00,24.78,0.0,200.0,50.0,True,25.0
2025-01-12 00:00:00,22.45,0.0,200.0,50.0,True,25.0
2025-01-12 01:00:00,20.16,0.0,200.0,50.0,True,25.0
2025-01-12 02:00:00,18.74,0.0,200.0,50.0,True,25.0
2025-01-12 03:00:00,18.76,0.0,200.0,50.0,True,25.0
2025-01-12 04:00:00,20.04,0.0,200.0,50.0,True,25.0
2025-01-12 05:00:00,24.22,0.0,200.0,50.0,True,25.0
2025-01-12 06:00:00,27.16,0.0,200.0,50.0,True,25.0
2025-01-12 07:00:00,35.56,0.0,200.0,50.0,True,25.0
2025-01-12 08:00:00,39.44,0.0,200.0,50.0,True,25.0
2025-01-12 09:00:00,36.1,2.7,200.0,50.0,True,25.0
2025-01-12 10:00:00,33.47,11.8,200.0,50.0,True,25.0
2025-01-12 11:00:00,33.48,23.6,200.0,50.0,True,25.0
2025-01-12 12:00:00,33.44,34.9,200.0,50.0,True,25.0
2025-01-12 13:00:00,32.62,44.7,200.0,50.0,True,25.0
2025-01-12 14:00:00,29.9,50.7,200.0,50.0,True,25.0
2025-01-12 15:00:00,36.34,45.9,200.0,50.0,True,25.0
2025-01-12 16:00:00,38.0,31.4,200.0,50.0,True,25.0
2025-01-12 17:00:00,49.63,5.1,200.0,50.0,True,25.0
2025-01-12 18:00:00,56.33,0.0,200.0,50.0,True,25.0
2025-01-12 19:00:00,55.48,0.0,200.0,50.0,True,25.0
2025-01-12 20:00:00,53.67,0.0,200.0,50.0,True,25.0
2025-01-12 21:00:00,44.41,0.0,200.0,50.0,True,25.0
2025-01-12 22:00:00,32.08,0.0,200.0,50.0,True,25.0
2025-01-12 23:00:00,25.56,0.0,200.0,50.0,True,25.0
2025-01-13 00:00:00,26.78,0.0,200.0,50.0,True,25.0
2025-01-13 01:00:00,21.73,0.0,200.0,50.0,True,25.0
2025-01-13 02:00:00,20.99,0.0,200.0,50.0,True,25.0
2025-01-13 03:00:00,20.15,0.0,200.0,50.0,True,25.0
2025-01-13 04:00:00,22.36,0.0,200.0,50.0,True,25.0
2025-01-13 05:00:00,25.05,0.0,200.0,50.0,True,25.0
2025-01-13 06:00:00,30.12,0.0,200.0,50.0,True,25.0
2025-01-13 07:00:00,40.04,0.0,200.0,50.0,True,25.0
2025-01-13 08:00:00,43.6,0.0,200.0,50.0,True,25.0
2025-01-13 09:00:00,41.73,0.0,200.0,50.0,True,25.0
2025-01-13 10:00:00,39.48,0.0,200.0,50.0,True,25.0
2025-01-13 11:00:00,37.56,0.0,200.0,50.0,True,25.0
2025-01-13 12:00:00,34.15,2.8,200.0,50.0,True,25.0
2025-01-13 13:00:00,35.13,4.5,200.0,50.0,True,25.0
2025-01-13 14:00:00,34.2,1.8,200.0,50.0,True,25.0
2025-01-13 15:00:00,41.3,0.0,200.0,50.0,True,25.0
2025-01-13 16:00:00,45.5,0.0,200.0,50.0,True,25.0
2025-01-13 17:00:00,55.64,0.0,200.0,50.0,True,25.0
2025-01-13 18:00:00,63.04,0.0,200.0,50.0,True,25.0
2025-01-13 19:00:00,65.11,0.0,200.0,50.0,True,25.0
2025-01-13 20:00:00,61.15,0.0,200.0,50.0,True,25.0
2025-01-13 21:00:00,46.47,0.0,200.0,50.0,True,25.0
2025-01-13 22:00:00,34.6,0.0,200.0,50.0,True,25.0
2025-01-13 23:00:00,29.0,0.0,200.0,50.0,True,25.0
2025-01-14 00:00:00,24.42,0.0,200.0,50.0,True,25.0
2025-01-14 01:00:00,23.52,0.0,200.0,50.0,True,25.0
2025-01-14 02:00:00,23.18,0.0,200.0,50.0,True,25.0
2025-01-14 03:00:00,19.84,0.0,200.0,50.0,True,25.0
2025-01-14 04:00:00,23.04,0.0,200.0,50.0,True,25.0
2025-01-14 05:00:00,23.79,0.0,200.0,50.0,True,25.0
2025-01-14 06:00:00,30.87,0.0,200.0,50.0,True,25.0
2025-01-14 07:00:00,38.92,0.0,200.0,50.0,True,25.0
2025-01-14 08:00:00,44.41,0.0,200.0,50.0,True,25.0
2025-01-14 09:00:00,42.3,0.0,200.0,50.0,True,25.0
2025-01-14 10:00:00,39.08,0.0,200.0,50.0,True,25.0
2025-01-14 11:00:00,36.85,0.0,200.0,50.0,True,25.0
2025-01-14 12:00:00,37.46,0.0,200.0,50.0,True,25.0
2025-01-14 13:00:00,34.86,0.0,200.0,50.0,True,25.0
2025-01-14 14:00:00,37.77,0.0,200.0,50.0,True,25.0
2025-01-14 15:00:00,39.75,0.0,200.0,50.0,True,25.0
2025-01-14 16:00:00,47.74,0.0,200.0,50.0,True,25.0
2025-01-14 17:00:00,54.66,0.0,200.0,50.0,True,25.0
2025-01-14 18:00:00,65.26,0.0,200.0,50.0,True,25.0
2025-01-14 19:00:00,65.63,0.0,200.0,50.0,True,25.0
2025-01-14 20:00:00,60.13,0.0,200.0,50.0,True,25.0
2025-01-14 21:00:00,46.9,0.0,200.0,50.0,True,25.0
2025-01-14 22:00:00,37.43,0.0,200.0,50.0,True,25.0
2025-01-14 23:00:00,29.78,0.0,200.0,50.0,True,25.0
2025-01-15 00:00:00,24.63,0.0,200.0,50.0,True,25.0
2025-01-15 01:00:00,20.53,0.0,200.0,50.0,True,25.0
2025-01-15 02:00:00,20.99,0.0,200.0,50.0,True,25.0
2025-01-15 03:00:00,19.83,0.0,200.0,50.0,True,25.0
2025-01-15 04:00:00,22.86,0.0,200.0,50.0,True,25.0
2025-01-15 05:00:00,24.46,0.0,200.0,50.0,True,25.0
2025-01-15 06:00:00,30.25,0.0,200.0,50.0,True,25.0
2025-01-15 07:00:00,39.73,0.0,200.0,50.0,True,25.0
2025-01-15 08:00:00,46.02,0.0,200.0,50.0,True,25.0
2025-01-15 09:00:00,42.39,0.0,200.0,50.0,True,25.0
2025-01-15 10:00:00,40.65,5.8,200.0,50.0,True,25.0
2025-01-15 11:00:00,37.74,15.9,200.0,50.0,True,25.0
2025-01-15 12:00:00,36.53,27.4,200.0,50.0,True,25.0
2025-01-15 13:00:00,34.24,36.4,200.0,50.0,True,25.0
2025-01-15 14:00:00,36.98,39.4,200.0,50.0,True,25.0
2025-01-15 15:00:00,39.04,32.8,200.0,50.0,True,25.0
2025-01-15 16:00:00,47.08,13.0,200.0,50.0,True,25.0
2025-01-15 17:00:00,54.92,0.0,200.0,50.0,True,25.0
2025-01-15 18:00:00,64.64,0.0,200.0,50.0,True,25.0
2025-01-15 19:00:00,67.72,0.0,200.0,50.0,True,25.0
2025-01-15 20:00:00,59.66,0.0,200.0,50.0,True,25.0
2025-01-15 21:00:00,49.68,0.0,200.0,50.0,True,25.0
2025-01-15 22:00:00,37.46,0.0,200.0,50.0,True,25.0
2025-01-15 23:00:00,27.15,0.0,200.0,50.0,True,25.0
2025-01-16 00:00:00,25.15,0.0,200.0,50.0,True,25.0
2025-01-16 01:00:00,23.7,0.0,200.0,50.0,True,25.0
2025-01-16 02:00:00,23.04,0.0,200.0,50.0,True,25.0
2025-01-16 03:00:00,21.38,0.0,200.0,50.0,True,25.0
2025-01-16 04:00:00,22.52,0.0,200.0,50.0,True,25.0
2025-01-16 05:00:00,25.03,0.0,200.0,50.0,True,25.0
2025-01-16 06:00:00,30.95,0.0,200.0,50.0,True,25.0
2025-01-16 07:00:00,38.95,0.0,200.0,50.0,True,25.0
2025-01-16 08:00:00,43.98,0.0,200.0,50.0,True,25.0
2025-01-16 09:00:00,40.6,0.0,200.0,50.0,True,25.0
2025-01-16 10:00:00,39.82,4.2,200.0,50.0,True,25.0
2025-01-16 11:00:00,37.78,11.3,200.0,50.0,True,25.0
2025-01-16 12:00:00,35.78,16.1,200.0,50.0,True,25.0
2025-01-16 13:00:00,34.15,18.4,200.0,50.0,True,25.0
2025-01-16 14:00:00,36.89,11.4,200.0,50.0,True,25.0
2025-01-16 15:00:00,40.03,0.0,200.0,50.0,True,25.0
2025-01-16 16:00:00,45.69,0.0,200.0,50.0,True,25.0
2025-01-16 17:00:00,54.12,0.0,200.0,50.0,True,25.0
2025-01-16 18:00:00,63.15,0.0,200.0,50.0,True,25.0
2025-01-16 19:00:00,66.81,0.0,200.0,50.0,True,25.0
2025-01-16 20:00:00,61.06,0.0,200.0,50.0,True,25.0
2025-01-16 21:00:00,48.56,0.0,200.0,50.0,True,25.0
2025-01-16 22:00:00,36.21,0.0,200.0,50.0,True,25.0
2025-01-16 23:00:00,29.54,0.0,200.0,50.0,True,25.0
2025-01-17 00:00:00,24.22,0.0,200.0,50.0,True,25.0
2025-01-17 01:00:00,22.74,0.0,200.0,50.0,True,25.0
2025-01-17 02:00:00,21.44,0.0,200.0,50.0,True,25.0
2025-01-17 03:00:00,22.26,0.0,200.0,50.0,True,25.0
2025-01-17 04:00:00,23.26,0.0,200.0,50.0,True,25.0
2025-01-17 05:00:00,24.98,0.0,200.0,50.0,True,25.0
2025-01-17 06:00:00,32.87,0.0,200.0,50.0,True,25.0
2025-01-17 07:00:00,40.92,0.0,200.0,50.0,True,25.0
2025-01-17 08:00:00,44.7,0.0,200.0,50.0,True,25.0
2025-01-17 09:00:00,42.64,0.0,200.0,50.0,True,25.0
2025-01-17 10:00:00,38.91,4.2,200.0,50.0,True,25.0
2025-01-17 11:00:00,37.42,12.0,200.0,50.0,True,25.0
