timestamp,cloud_cover,temperature,irradiance
2025-01-10 21:00:00,39.3,13.6,0.0
2025-01-10 22:00:00,34.3,11.2,0.0
2025-01-10 23:00:00,42.0,9.8,0.0
2025-01-11 00:00:00,12.2,7.8,0.0
2025-01-11 01:00:00,12.1,6.9,0.0
2025-01-11 02:00:00,16.8,6.8,0.0
2025-01-11 03:00:00,23.9,7.4,0.0
2025-01-11 04:00:00,13.7,7.9,0.0
2025-01-11 05:00:00,11.6,8.0,0.0
2025-01-11 06:00:00,8.6,9.1,0.0
2025-01-11 07:00:00,4.5,10.2,109.5
2025-01-11 08:00:00,20.3,10.9,274.9
2025-01-11 09:00:00,23.3,12.4,428.6
2025-01-11 10:00:00,12.6,14.9,555.5
2025-01-11 11:00:00,20.6,16.1,579.5
2025-01-11 12:00:00,37.3,16.2,510.9
2025-01-11 13:00:00,43.3,17.1,461.9
2025-01-11 14:00:00,28.2,17.5,406.3
2025-01-11 15:00:00,23.1,18.4,264.5
2025-01-11 16:00:00,32.7,18.8,92.7
2025-01-11 17:00:00,25.3,18.2,0.0
2025-01-11 18:00:00,28.0,17.1,0.0
2025-01-11 19:00:00,33.0,15.8,0.0
2025-01-11 20:00:00,23.8,14.2,0.0
2025-01-11 21:00:00,22.7,12.3,0.0
2025-01-11 22:00:00,0.0,9.7,0.0
2025-01-11 23:00:00,0.0,8.9,0.0
2025-01-12 00:00:00,0.0,7.4,0.0
2025-01-12 01:00:00,0.0,6.6,0.0
2025-01-12 02:00:00,0.0,6.2,0.0
2025-01-12 03:00:00,0.0,6.1,0.0
2025-01-12 04:00:00,0.0,5.7,0.0
2025-01-12 05:00:00,0.0,5.5,0.0
2025-01-12 06:00:00,4.7,6.4,0.0
2025-01-12 07:00:00,0.0,7.8,108.6
2025-01-12 08:00:00,5.6,8.9,289.8
2025-01-12 09:00:00,6.5,10.4,434.3
2025-01-12 10:00:00,0.0,13.1,564.6
2025-01-12 11:00:00,4.7,13.6,630.0
2025-01-12 12:00:00,7.2,14.5,623.0
2025-01-12 13:00:00,3.0,16.6,579.3
2025-01-12 14:00:00,4.7,17.2,452.9
2025-01-12 15:00:00,2.5,17.1,288.0
2025-01-12 16:00:00,4.6,17.6,109.2
2025-01-12 17:00:00,10.9,17.2,0.0
2025-01-12 18:00:00,23.7,16.3,0.0
2025-01-12 19:00:00,12.5,15.0,0.0
2025-01-12 20:00:00,29.5,13.5,0.0
2025-01-12 21:00:00,11.9,11.2,0.0
2025-01-12 22:00:00,10.7,9.6,0.0
2025-01-12 23:00:00,15.6,7.8,0.0
2025-01-13 00:00:00,59.4,7.3,0.0
2025-01-13 01:00:00,53.8,6.5,0.0
2025-01-13 02:00:00,52.2,6.4,0.0
2025-01-13 03:00:00,48.5,6.7,0.0
2025-01-13 04:00:00,44.5,6.7,0.0
2025-01-13 05:00:00,52.5,7.7,0.0
2025-01-13 06:00:00,55.6,8.9,0.0
2025-01-13 07:00:00,49.9,9.8,83.4
2025-01-13 08:00:00,57.6,10.5,201.2
2025-01-13 09:00:00,59.7,11.0,303.2
2025-01-13 10:00:00,65.5,12.4,339.7
2025-01-13 11:00:00,69.2,12.7,371.8
2025-01-13 12:00:00,60.8,14.1,417.9
2025-01-13 13:00:00,55.5,14.1,406.4
2025-01-13 14:00:00,61.4,14.4,298.8
2025-01-13 15:00:00,65.4,14.8,176.5
2025-01-13 16:00:00,63.9,16.0,70.7
2025-01-13 17:00:00,63.7,16.3,0.0
2025-01-13 18:00:00,72.8,15.3,0.0
2025-01-13 19:00:00,65.9,14.5,0.0
2025-01-13 20:00:00,68.8,13.6,0.0
2025-01-13 21:00:00,65.5,12.0,0.0
2025-01-13 22:00:00,62.4,9.7,0.0
2025-01-13 23:00:00,70.2,8.4,0.0
2025-01-14 00:00:00,81.5,7.3,0.0
2025-01-14 01:00:00,85.5,5.9,0.0
2025-01-14 02:00:00,93.0,5.7,0.0
2025-01-14 03:00:00,89.3,5.7,0.0
2025-01-14 04:00:00,91.3,6.3,0.0
2025-01-14 05:00:00,85.2,7.0,0.0
2025-01-14 06:00:00,84.9,8.4,0.0
2025-01-14 07:00:00,81.0,8.9,47.5
2025-01-14 08:00:00,79.3,9.6,134.0
2025-01-14 09:00:00,81.9,10.3,199.4
2025-01-14 10:00:00,72.8,11.3,305.0
2025-01-14 11:00:00,88.1,13.0,220.8
2025-01-14 12:00:00,76.8,13.4,318.3
2025-01-14 13:00:00,65.2,15.3,350.5
2025-01-14 14:00:00,73.9,15.9,246.5
2025-01-14 15:00:00,78.7,16.4,141.9
2025-01-14 16:00:00,81.5,17.3,48.3
2025-01-14 17:00:00,84.1,16.7,0.0
2025-01-14 18:00:00,81.2,15.4,0.0
2025-01-14 19:00:00,71.6,13.7,0.0
2025-01-14 20:00:00,70.9,12.2,0.0
2025-01-14 21:00:00,64.3,10.3,0.0
2025-01-14 22:00:00,71.7,9.8,0.0
2025-01-14 23:00:00,69.2,9.3,0.0
2025-01-15 00:00:00,35.6,6.6,0.0
2025-01-15 01:00:00,32.9,5.9,0.0
2025-01-15 02:00:00,36.4,5.9,0.0
2025-01-15 03:00:00,31.7,5.9,0.0
2025-01-15 04:00:00,25.5,5.8,0.0
2025-01-15 05:00:00,28.6,6.3,0.0
2025-01-15 06:00:00,31.3,7.0,0.0
2025-01-15 07:00:00,27.7,7.8,107.2
2025-01-15 08:00:00,24.8,8.5,268.9
2025-01-15 09:00:00,27.8,9.8,414.1
2025-01-15 10:00:00,17.1,10.8,561.0
2025-01-15 11:00:00,7.9,12.4,634.9
2025-01-15 12:00:00,5.4,13.2,651.3
2025-01-15 13:00:00,7.2,14.4,572.8
2025-01-15 14:00:00,13.0,14.7,461.1
2025-01-15 15:00:00,27.5,15.3,273.3
2025-01-15 16:00:00,35.2,16.1,101.4
2025-01-15 17:00:00,33.9,16.7,0.0
2025-01-15 18:00:00,33.8,14.5,0.0
2025-01-15 19:00:00,25.9,12.9,0.0
2025-01-15 20:00:00,26.9,11.4,0.0
2025-01-15 21:00:00,25.5,10.2,0.0
2025-01-15 22:00:00,29.2,8.0,0.0
2025-01-15 23:00:00,23.3,6.1,0.0
2025-01-16 00:00:00,29.2,5.2,0.0
2025-01-16 01:00:00,42.2,4.6,0.0
2025-01-16 02:00:00,40.5,4.3,0.0
2025-01-16 03:00:00,43.1,4.5,0.0
2025-01-16 04:00:00,47.7,5.1,0.0
2025-01-16 05:00:00,43.0,5.8,0.0
2025-01-16 06:00:00,43.8,6.9,0.0
2025-01-16 07:00:00,42.9,8.2,93.0
2025-01-16 08:00:00,42.8,8.1,246.1
2025-01-16 09:00:00,35.7,10.3,405.8
2025-01-16 10:00:00,35.8,10.6,512.8
2025-01-16 11:00:00,39.7,11.4,559.9
2025-01-16 12:00:00,50.8,12.5,485.2
2025-01-16 13:00:00,56.6,14.0,407.8
2025-01-16 14:00:00,71.3,13.3,245.2
2025-01-16 15:00:00,60.8,14.4,194.8
2025-01-16 16:00:00,64.7,15.4,71.7
2025-01-16 17:00:00,62.7,15.9,0.0
2025-01-16 18:00:00,76.9,14.9,0.0
2025-01-16 19:00:00,65.4,13.5,0.0
2025-01-16 20:00:00,55.1,11.7,0.0
2025-01-16 21:00:00,47.9,10.0,0.0
2025-01-16 22:00:00,29.4,7.8,0.0
2025-01-16 23:00:00,25.9,6.0,0.0
2025-01-17 00:00:00,4.2,4.8,0.0
2025-01-17 01:00:00,7.1,4.1,0.0
2025-01-17 02:00:00,11.2,4.0,0.0
2025-01-17 03:00:00,27.1,4.2,0.0
2025-01-17 04:00:00,33.6,5.0,0.0
2025-01-17 05:00:00,27.2,6.0,0.0
2025-01-17 06:00:00,19.0,6.1,0.0
2025-01-17 07:00:00,22.8,6.9,110.6
2025-01-17 08:00:00,11.8,8.1,298.8
2025-01-17 09:00:00,27.2,9.5,427.7
2025-01-17 10:00:00,35.6,10.5,500.7
2025-01-17 11:00:00,29.8,12.6,575.3
2025-01-17 12:00:00,14.7,15.2,627.4
2025-01-17 13:00:00,26.0,16.1,541.7
2025-01-17 14:00:00,24.2,17.0,441.6
2025-01-17 15:00:00,33.4,17.8,270.5
2025-01-17 16:00:00,18.9,16.9,110.8
2025-01-17 17:00:00,14.0,16.5,0.0
2025-01-17 18:00:00,14.6,16.1,0.0
2025-01-17 19:00:00,15.4,14.5,0.0
2025-01-17 20:00:00,12.2,12.5,0.0
2025-01-17 21:00:00,17.9,11.0,0.0
2025-01-17 22:00:00,9.5,9.3,0.0
2025-01-17 23:00:00,9.4,7.5,0.0
2025-01-18 00:00:00,0.0,7.2,0.0
2025-01-18 01:00:00,0.0,6.1,0.0
2025-01-18 02:00:00,0.0,4.9,0.0
2025-01-18 03:00:00,0.0,4.8,0.0
2025-01-18 04:00:00,0.0,5.5,0.0
2025-01-18 05:00:00,0.0,6.1,0.0
2025-01-18 06:00:00,0.0,7.4,0.0
2025-01-18 07:00:00,0.0,8.2,117.6
2025-01-18 08:00:00,0.0,10.4,307.9
2025-01-18 09:00:00,0.0,12.3,456.5
2025-01-18 10:00:00,2.1,14.3,567.8
2025-01-18 11:00:00,0.8,15.9,637.0
2025-01-18 12:00:00,15.7,17.2,623.0
2025-01-18 13:00:00,26.3,17.5,533.0
2025-01-18 14:00:00,19.7,18.1,439.2
2025-01-18 15:00:00,23.5,19.1,284.1
2025-01-18 16:00:00,24.4,19.9,110.5
2025-01-18 17:00:00,30.9,18.9,0.0
2025-01-18 18:00:00,17.9,17.8,0.0
2025-01-18 19:00:00,19.7,16.3,0.0
2025-01-18 20:00:00,24.3,14.5,0.0
2025-01-18 21:00:00,5.8,12.8,0.0
2025-01-18 22:00:00,0.0,11.7,0.0
2025-01-18 23:00:00,0.0,10.4,0.0
2025-01-19 00:00:00,3.7,9.0,0.0
2025-01-19 01:00:00,10.8,8.4,0.0
2025-01-19 02:00:00,23.3,7.7,0.0
2025-01-19 03:00:00,22.9,7.6,0.0
2025-01-19 04:00:00,35.0,8.7,0.0
2025-01-19 05:00:00,21.5,7.9,0.0
2025-01-19 06:00:00,7.1,9.0,0.0
2025-01-19 07:00:00,7.6,9.4,118.3
2025-01-19 08:00:00,11.6,11.3,307.4
2025-01-19 09:00:00,11.7,12.4,451.7
2025-01-19 10:00:00,0.0,13.5,577.3
2025-01-19 11:00:00,0.0,15.3,642.3
2025-01-19 12:00:00,0.0,16.7,631.5
2025-01-19 13:00:00,0.0,17.1,563.2
2025-01-19 14:00:00,2.4,17.1,473.3
2025-01-19 15:00:00,0.0,17.3,291.4
2025-01-19 16:00:00,0.0,16.5,120.9
2025-01-19 17:00:00,0.0,15.4,0.0
2025-01-19 18:00:00,0.0,14.6,0.0
2025-01-19 19:00:00,1.6,13.0,0.0
2025-01-19 20:00:00,0.0,11.9,0.0
2025-01-19 21:00:00,1.7,11.2,0.0
2025-01-19 22:00:00,0.0,9.6,0.0
2025-01-19 23:00:00,0.0,8.2,0.0
2025-01-20 00:00:00,35.3,8.5,0.0
2025-01-20 01:00:00,29.2,6.9,0.0
2025-01-20 02:00:00,27.8,6.9,0.0
2025-01-20 03:00:00,21.3,7.1,0.0
2025-01-20 04:00:00,41.0,8.0,0.0
2025-01-20 05:00:00,42.8,9.2,0.0
2025-01-20 06:00:00,38.6,10.2,0.0
2025-01-20 07:00:00,42.1,10.7,98.0
2025-01-20 08:00:00,42.6,12.2,243.6
2025-01-20 09:00:00,42.2,13.9,387.1
2025-01-20 10:00:00,48.6,15.5,450.4
2025-01-20 11:00:00,55.3,16.5,460.0
2025-01-20 12:00:00,50.9,17.4,473.8
2025-01-20 13:00:00,46.6,18.6,464.6
2025-01-20 14:00:00,45.3,19.8,374.3
2025-01-20 15:00:00,28.0,20.8,283.3
2025-01-20 16:00:00,19.0,20.5,117.3
2025-01-20 17:00:00,34.1,20.3,0.0
2025-01-20 18:00:00,49.6,18.8,0.0
2025-01-20 19:00:00,48.2,18.0,0.0
2025-01-20 20:00:00,53.5,16.1,0.0
2025-01-20 21:00:00,56.0,14.9,0.0
2025-01-20 22:00:00,80.4,13.0,0.0
2025-01-20 23:00:00,86.2,12.1,0.0
2025-01-21 00:00:00,77.0,10.8,0.0
2025-01-21 01:00:00,66.0,9.2,0.0
2025-01-21 02:00:00,51.2,8.6,0.0
2025-01-21 03:00:00,52.7,8.1,0.0
2025-01-21 04:00:00,46.3,8.5,0.0
2025-01-21 05:00:00,35.3,8.7,0.0
2025-01-21 06:00:00,31.8,8.7,0.0
2025-01-21 07:00:00,25.3,9.1,113.2
2025-01-21 08:00:00,41.7,10.0,261.9
2025-01-21 09:00:00,49.7,11.8,348.1
2025-01-21 10:00:00,49.7,13.5,444.5
2025-01-21 11:00:00,61.5,15.3,443.6
2025-01-21 12:00:00,60.7,17.3,430.7
2025-01-21 13:00:00,52.5,18.2,426.1
2025-01-21 14:00:00,64.3,18.8,296.9
2025-01-21 15:00:00,66.9,19.2,183.3
2025-01-21 16:00:00,56.5,19.3,86.2
2025-01-21 17:00:00,54.2,18.1,0.0
2025-01-21 18:00:00,46.6,17.1,0.0
2025-01-21 19:00:00,35.9,15.0,0.0
2025-01-21 20:00:00,45.0,13.7,0.0
2025-01-21 21:00:00,60.8,13.5,0.0
2025-01-21 22:00:00,48.3,11.5,0.0
2025-01-21 23:00:00,52.9,10.2,0.0
2025-01-22 00:00:00,54.6,9.4,0.0
2025-01-22 01:00:00,51.0,8.5,0.0
2025-01-22 02:00:00,47.0,7.9,0.0
2025-01-22 03:00:00,41.3,7.4,0.0
2025-01-22 04:00:00,43.5,7.5,0.0
2025-01-22 05:00:00,38.5,7.5,0.0
2025-01-22 06:00:00,42.9,8.9,0.0
2025-01-22 07:00:00,44.1,8.9,105.0
2025-01-22 08:00:00,43.8,10.4,247.3
2025-01-22 09:00:00,38.1,10.9,412.5
2025-01-22 10:00:00,35.7,12.8,509.3
2025-01-22 11:00:00,44.3,13.8,511.4
2025-01-22 12:00:00,49.8,14.3,497.9
2025-01-22 13:00:00,42.9,15.9,490.1
2025-01-22 14:00:00,45.4,17.2,375.4
2025-01-22 15:00:00,52.8,17.5,227.9
2025-01-22 16:00:00,39.9,18.2,108.7
2025-01-22 17:00:00,46.3,16.9,0.0
2025-01-22 18:00:00,42.3,15.3,0.0
2025-01-22 19:00:00,48.6,14.8,0.0
2025-01-22 20:00:00,43.5,13.2,0.0
2025-01-22 21:00:00,30.7,10.6,0.0
2025-01-22 22:00:00,20.8,8.7,0.0
2025-01-22 23:00:00,25.5,6.9,0.0
2025-01-23 00:00:00,36.9,5.9,0.0
2025-01-23 01:00:00,32.7,4.8,0.0
2025-01-23 02:00:00,41.4,4.6,0.0
2025-01-23 03:00:00,30.6,4.3,0.0
2025-01-23 04:00:00,33.9,5.3,0.0
2025-01-23 05:00:00,27.6,6.1,0.0
2025-01-23 06:00:00,26.6,7.3,0.0
2025-01-23 07:00:00,31.3,9.0,112.8
2025-01-23 08:00:00,28.1,9.9,281.9
2025-01-23 09:00:00,29.2,10.6,426.6
2025-01-23 10:00:00,41.2,12.4,497.6
2025-01-23 11:00:00,39.1,13.9,547.2
2025-01-23 12:00:00,48.6,15.0,515.6
2025-01-23 13:00:00,41.2,15.9,504.8
2025-01-23 14:00:00,48.0,16.4,375.3
2025-01-23 15:00:00,61.3,17.4,198.9
2025-01-23 16:00:00,41.6,18.2,108.5
2025-01-23 17:00:00,37.8,18.3,0.0
2025-01-23 18:00:00,45.3,17.9,0.0
2025-01-23 19:00:00,45.8,16.9,0.0
2025-01-23 20:00:00,50.7,15.5,0.0
2025-01-23 21:00:00,47.3,13.8,0.0
2025-01-23 22:00:00,49.8,12.8,0.0
2025-01-23 23:00:00,50.1,11.1,0.0
2025-01-24 00:00:00,20.6,9.5,0.0
2025-01-24 01:00:00,22.8,8.1,0.0
2025-01-24 02:00:00,25.4,7.2,0.0
2025-01-24 03:00:00,21.7,6.8,0.0
2025-01-24 04:00:00,17.8,6.5,0.0
2025-01-24 05:00:00,14.9,7.4,0.0
